"公司代號","公司名稱","召開法人說明會日期","召開法人說明會時間","召開法人說明會地點","法人說明會擇要訊息","法人說明會簡報內容-中文","法人說明會簡報內容-英文","公司網站是否有提供法人說明會相關資訊","影音連結資訊","其他應敘明事項","歷年法人說明會"
"1103","嘉泥","111/12/16","14:30","實體及線上法說會(採實名報名制)，地點:君品酒店5 樓亮懷廳(台北市承德路一段3號5樓)","111年第三季公司營運狀況","110320221216M001.pdf","110320221216E001.pdf","https://www.chcgroup.com.tw/%e6%af%8f%e5%ad%a3%e7%87%9f%e9%81%8b-2022/",法說會影音連結資訊:https://youtu.be/_Av5MfTkcKw ,"實體及線上法說會報名網址：https://forms.gle/tmnMXTECnpR6VDuv6","查詢"
"1104","環泥","111/06/01","14:00","線上法人說明會","本公司受統一綜合證券邀請參加線上法人說明會","110420220531M001.ppt","110420220531E001.pptx","http://www.ucctw.com/m/412-1518-9960.php?Lang=zh-tw","","無","查詢"
"1104","環泥","111/09/14","11:00","Webex 平台舉辦線上法人說明會","本公司受第一金證券邀請參加法人說明會","110420220913M001.pdf","110420220913E001.pdf","http://www.ucctw.com/m/412-1518-9960.php?Lang=zh-tw",中文影音檔網址:1104_15_20220914_ch.mp4 ,"無","查詢"
"1108","幸福","111/12/26","16:00","101大樓一樓資訊展示中心 (台北市信義路5段7號)","公司簡介與營運概況","110820221226M001.pdf","110820221226E001.pdf","https://www.luckygrp.com.tw/tw/index.asp?au_id=23&amp;sub_id=59",法說會影音連結資訊:https://webpro.twse.com.tw/webportal/vod/101/C19816874A91-D4F57CCF-84F7-11ED-BAC1/?categoryId=101 ,"15:30報到，16:00法說會開始。","查詢"
"1109","信大","111/08/31","16:00","臺灣證券交易所一樓資訊展示中心(台北市信義區信義路五段7號1樓)","公司簡介、營業概況、財務分析、未來展望","110920220831M001.pdf","110920220831E001.pdf","http://www.hsingta.com.tw",同步收看網址：:https://webpro.twse.com.tw/webportal/?liveChannelId=1 法說會影音連結資訊:https://webpro.twse.com.tw/webportal/vod/101/431726D89141-913C5158-2913-11ED-AFA0/?categoryId=101 ,"無。","查詢"
"1110","東泥","111/11/30","16:00","線上法說會","本公司受邀參加元大證券舉辦之線上法說會，報告本公司營運狀況。","111020221128M001.pptx","111020221128E001.pptx","http://www.southeastcement.com.tw/index.php?q=conference","","無。","查詢"
"1201","味全","111/12/19","15:00","線上產業座談會","本公司受邀參加元大證券舉辦之線上產業座談會。","120120221219M002.pdf","120120221219E002.pdf","http://www.weichuan.com.tw/","","無","查詢"
"1203","味王","111/10/25","14:30","臺灣證券交易所1樓資訊展示中心(台北市信義路五段7號)","公司概況、財務報告及營運概況","120320221024M001.ppt","120320221024E001.ppt","http://www.vewong.com/ec99/ushop20069/profile_11.asp",法說會影音連結資訊:https://webpro.twse.com.tw/WebPortal/vod/101/C9B6F1071B9F-56DCA780-5433-11ED-9E4A/?categoryId=101 ,"無","查詢"
"1210","大成","111/05/26","15:30","線上法說會","2022Q1財報說明","121020220526M001.pdf","121020220526E001.pdf","https://www.dachan.com/conference","","無","查詢"
"1210","大成","111/04/12","14:30","線上法說會(元富)","公司簡介與營運狀況說明。","121020220412M001.pdf","121020220412E001.pdf","https://www.dachan.com/conference","","無","查詢"
"1210","大成","111/08/26","14:00","線上法說會","2022Q2財報說明。","121020220826M001.pdf","121020220826E001.pdf","https://www.dachan.com/conference","","無","查詢"
"1210","大成","111/11/18","14:00","線上法說會","2022Q3財報說明","121020221118M001.pdf","121020221118E001.pdf","https://www.dachan.com/conference","","無","查詢"
"1213","大飲","111/11/23","15:00","新北市三重區重陽路三段99號9樓","公司簡介及營運狀況報告","121320221123M001.pptx","121320221123E001.pptx","https://applesidra.com.tw/",法說會影音連結資訊:https://www.youtube.com/watch?v=W1Gk89BRgH4 ,"中、英文簡報內容檔案於當日會後公告於公開資訊觀測站","查詢"
"1215","卜蜂","111/11/29","14:00","證券交易所一樓資訊展示中心(台北市信義區信義路五段7號)","簡報營運狀況","121520221129M001.ppt","121520221129E001.ppt","https://www.cptwn.com.tw/ec99/rwd1453/category.asp?category_id=21",法說會影音連結資訊:https://webpro.twse.com.tw/webportal/vod/101/2182451A5070-FCF7ECF3-6FBA-11ED-8D56/?categoryId=101 ,"無","查詢"
"1216","統一","111/05/13","09:00","線上法說會","本公司應麥格里證券之邀參加線上法說會，報告本公司截至111年第一季度之營運與財務概況。","121620220512M001.pdf","121620220512E001.pdf","https://www.uni-president.com.tw/invest/index.html","","會議簡報依規定揭露於「公開資訊觀測站」。","查詢"
"1216","統一","111/04/08","08:00","線上法說會","本公司應臺灣證券交易所暨高盛證券之邀於111/4/8參加「TWSE/GS Virtual Taiwan Corporate Day 2022」，報告本公司110年度之營運與財務概況。","121620220407M001.pdf","121620220407E001.pdf","https://www.uni-president.com.tw/invest/index.html","","會議簡報依規定揭露於「公開資訊觀測站」。","查詢"
"1216","統一","111/03/11","15:00","線上法說會","1.本公司預計與統一中控、統一實業及大統益在111年3月11日舉行線上聯合法說會，報告本公司截至110全年度之營運與財務概況。

2. 會議採以下二種方式進行: 
(1).網路音訊直播: http://www.zucast.com/webcast/ummccMEf。
(2).電話會議:電話號碼:+886-2-2192-8017，與會密碼:300645#。
若您欲口頭提問，請用電話會議方式參加。","121620220311M001.pdf","121620220311E001.pdf","https://www.uni-president.com.tw/invest/index.html",同步收看網址：:http://www.zucast.com/webcast/ummccMEf 法說會影音連結資訊:http://www.zucast.com/webcast/ummccMEf ,"會議簡報將於當日法說會後揭露及上傳於「公開資訊觀測站」。","查詢"
"1216","統一","111/06/21","09:00","線上法說會","本公司應瑞銀證券之邀參加線上法說會，報告本公司截至111年第一季度之營運與財務概況。","121620220512M001.pdf","121620220512E001.pdf","https://www.uni-president.com.tw/invest/index.html","","會議簡報依規定揭露於「公開資訊觀測站」。","查詢"
"1216","統一","111/08/16","09:00","線上法說會","本公司應摩根大通證券之邀參加線上法說會，報告本公司截至111年上半年度之營運與財務概況。","121620220815M001.pdf","121620220815E001.pdf","https://www.uni-president.com.tw/invest/index.html","","會議簡報依規定揭露於「公開資訊觀測站」。","查詢"
"1216","統一","111/11/11","11:00","線上法說會","本公司應邀於111年11月11日參加元大證券舉辦之線上論壇，報告本公司截至111年前三季之營運與財務概況。","121620221110M001.pdf","121620221110E001.pdf","https://www.uni-president.com.tw/invest/index.html","","會議簡報依規定揭露於「公開資訊觀測站」。","查詢"
"1216","統一","111/12/02","11:00","線上法說會","本公司應邀於111年12月2日參加花旗證券舉辦之「Citi Taiwan Corporate Day 2022」，報告本公司截至111年前三季之營運與財務概況。","121620221110M001.pdf","121620221110E001.pdf","https://www.uni-president.com.tw/invest/index.html","","會議簡報依規定揭露於「公開資訊觀測站」。","查詢"
"1216","統一","111/09/14","11:00","線上法說會","本公司應邀於111年9月14日參加台灣董事學會、臺灣證券交易所及安擘諮詢共同舉辦之線上論壇，報告本公司截至111年上半年度之營運與財務概況。","121620220815M001.pdf","121620220815E001.pdf","https://www.uni-president.com.tw/invest/index.html","","會議簡報依規定揭露於「公開資訊觀測站」。","查詢"
"1217","愛之味","111/08/19","14:00","台北市敦化南路二段97號16樓第一會議室","公司簡介與營運狀況說明","121720220819M001.pdf","121720220819E001.pdf","https://www.agv.com.tw/年度行事曆/",法說會影音連結資訊:https://www.youtube.com/watch?v=rysHnR7HVrE ,"無","查詢"
"1218","泰山","111/12/01","14:00","線上法說會","本公司受邀參加元大證券舉辦之線上法人說明會。","121820221201M001.pdf","121820221201E001.pdf","http://www.taisun.com.tw/investor/legal-person-info/","","無。","查詢"
"1219","福壽","111/09/02","14:30","臺灣證券交易所1F資訊展示中心(台北市信義路五段7號1樓)","公司營運、財務績效說明及未來展望","121920220830M001.pdf","121920220830E001.pdf","https://www.fwusow.com.tw/",法說會影音連結資訊:https://webpro.twse.com.tw/webportal/vod/101/431726D89141-AB186DED-2A92-11ED-AFA0/?categoryId=101 ,"無","查詢"
"1220","台榮","111/10/11","14:30","證券交易所101辦公大樓一樓資訊展示中心(台北市信義路五段7號)","簡報營運概況(14:00報到 14:30開始說明會)","122020221007M001.pptx","122020221007E001.pptx","",法說會影音連結資訊:https://webpro.twse.com.tw/webportal/vod/101/C9B6F1071B9F-E4D4947B-4933-11ED-9E4A/?categoryId=101 ,"無","查詢"
"1225","福懋油","111/11/25","14:00","線上法說會","擬於111年11月25日14:00舉行線上法人說明會，報告本公司111年第三季業績成果，欲參加可透過網路連接下列網址參加線上法人說明會。
http://www.zucast.com/webcast/e62nhp2a","122520221125M001.pptx","122520221125E001.pptx","https://www.fopco.com.tw",中文影音檔網址:1225_6_20221125_ch.mp4 ,"無","查詢"
"1227","佳格","111/07/14","14:30","線上法說會","受邀參加元富證券舉辦之「2022台股企業日」線上法人說明會，會中就本公司已公開發布之營運及財務業務狀況做說明。","122720220714M001.pdf","122720220714E001.pdf","https://www.sfworldwide.com/investors-financial-%E6%B3%95%E8%AA%AA%E6%9C%83%E5%A0%B1%E5%91%8A.html","","無","查詢"
"1229","聯華","111/06/02","14:00","線上法說會","本公司受邀參加永豐金證券產業投資線上論壇，會中就本公司已公開發佈之財務及業務等相關資訊做說明。","122920220602M001.pdf","122920220602E001.pdf","https://www.lhicholdings.com/investors/3news/Investor-Conference/","","無","查詢"
"1229","聯華","111/12/14","14:30","線上法說會","本公司受邀參加元富證券線上法說會，會中就本公司已公開發佈之財務數字、經營績效等相關資訊做說明。","122920221214M001.pdf","122920221214E001.pdf","https://www.lhicholdings.com/investors/3news/Investor-Conference-2/","","無","查詢"
"1231","聯華食","111/12/21","14:00","線上法說會","公司簡介及營運概況說明","123120221221M001.pdf","123120221221E001.pdf","https://www.lianhwa.com.tw/column_list.php?content_category_sn=180",同步收看網址：:http://www.zucast.com/webcast/APDBYS7a 法說會影音連結資訊:http://www.zucast.com/webcast/APDBYS7a ,"無","查詢"
"1232","大統益","111/03/11","15:00","線上法說會","1.本公司預計與統一企業、統一中控及統一實業在111年3月11日舉行線上聯合法說會，報告本公司截至110全年度之營運與財務概況。
2.會議採以下二種方式進行: (1).網路音訊直播:http://www.zucast.com/webcast/ummccMEf。(2).電話會議:電話號碼:+886-2-2192-8017，與會密碼:300645#。若您欲口頭提問，請用電話會議方式參加。","123220220311M001.pdf","123220220311E001.pdf","https://www.ttet.com.tw/",同步收看網址：:http://www.zucast.com/webcast/ummccMEf 法說會影音連結資訊:http://www.zucast.com/webcast/ummccMEf ,"會議簡報將於當日法說會後揭露及上傳於「公開資訊觀測站」。","查詢"
"1233","天仁","111/12/09","15:00","線上法人說明會","111年度天仁茶業線上法人說明會","123320221128M001.pdf","123320221128E001.pdf","https://www.tenren.com.tw/Content/Downloads/List.aspx?SiteID=10&amp;MmmID=654061447454403423",同步收看網址：:http://www.zucast.com/webcast/1eJX7JOG 法說會影音連結資訊:http://www.zucast.com/webcast/1eJX7JOG ,"公司網站所提供法人說明會相關內容，將於法人說明會後上傳至本公司網站。","查詢"
"1234","黑松","111/12/21","14:00","臺灣證券交易所一樓資訊展示中心(台北市信義區信義路五段7號1樓)","公司簡介及營運報告","123420221221M001.pdf","123420221221E001.pdf","https://www.heysong.com.tw/investor/stockconference",法說會影音連結資訊:https://webpro.twse.com.tw/WebPortal/vod/101/C19816874A91-FC351955-80FE-11ED-BAC1/?categoryId=101 ,"因應防疫措施，與會者須全程配戴口罩並遵守入場防疫規範。","查詢"
"1235","興泰","111/12/23","14:30","本公司二樓會議室(高雄市仁武區高楠公路10號)","2022年前三季營運概況說明","123520221222M001.pdf","123520221222E001.pdf","http://www.goldenbrand.com.tw/legal.php",法說會影音連結資訊:http://www.goldenbrand.com.tw/legal.php ,"無","查詢"
"1236","宏亞","111/12/28","14:30","台北市信義區信義路五段7號台灣證券交易所1樓","111年第三季經營結果及經營模式說明","123620221227M001.pdf","123620221227E001.pdf","https://www.hunya.com.tw/ir/news",同步收看網址：:https://webpro.twse.com.tw/WebPortal/vod/101/C19816874A91-1019FDF6-8683-11ED-BAC1/?categoryId=101 法說會影音連結資訊:https://webpro.twse.com.tw/WebPortal/vod/101/C19816874A91-1019FDF6-8683-11ED-BAC1/?categoryId=101 ,"無。","查詢"
"1256","鮮活果汁-KY","111/12/09","15:00","線上法人說明會","受邀參加兆豐證券線上法人說明會，說明本公司營運概況。","125620221209M001.pdf","125620221209E001.pdf","http://www.myfreshjuice.com/","","無","查詢"
"1301","台塑","111/03/14","12:30","台北市民生東路4段54號4樓","本公司受邀參加華南永昌證券法人說明會，說明本公司2021年營運概況","130120220311M001.pdf","130120220311E001.pdf","http://www.fpc.com.tw/fpcw/index.php?op=res&amp;id=13&amp;c=22","","無","查詢"
"1301","台塑","111/06/22","14:00","線上法說會","本公司受邀參加HSBC線上法說會，說明本公司營運概況。","130120220621M001.pdf","130120220621E001.pdf","http://www.fpc.com.tw/fpcw/index.php?op=res&amp;id=13&amp;c=22","","無","查詢"
"1301","台塑","111/09/13","10:50","ILLUME TAIPEI茹曦酒店2樓(台北市松山區敦化北路100號)","本公司受邀參加群益金鼎證券法人說明會，說明本公司營運概況。","130120220912M001.pdf","130120220912E001.pdf","http://www.fpc.com.tw/fpcw/index.php?op=res&amp;id=13&amp;c=22","","無","查詢"
"1301","台塑","111/12/13","11:10","台北晶華酒店(台北市中山北路二段39巷3號)B3F會議室","本公司受邀參加永豐金證券法人說明會，說明本公司營運概況。","130120221212M001.pdf","130120221212E001.pdf","http://www.fpc.com.tw/fpcw/index.php?op=res&amp;id=13&amp;c=22","","無","查詢"
"1303","南亞","111/02/18","14:30","電話會議","本公司受邀參加富達投信舉辦之法人說明會，說明本公司之營運概況","130320220217M001.pdf","130320220217E001.pdf","http://www.npc.com.tw","","無","查詢"
"1303","南亞","111/04/13","15:45","電話會議","本公司受邀參加元富證券舉辦之2022年台股企業日，說明本公司之營運概況","130320220412M002.pdf","130320220412E002.pdf","http://www.npc.com.tw","","無","查詢"
"1303","南亞","111/12/01","15:20","台北萬豪酒店","本公司受邀參加群益金鼎證券舉辦之2022年第四季投資論壇，說明本公司之營運概況","130320221130M001.pdf","130320221130E001.pdf","http://www.npc.com.tw","","無","查詢"
"1303","南亞","111/08/30","15:15","台北晶華酒店","本公司受邀參加台新證券舉辦之台新2022年第三季全球投資論壇，說明本公司之營運概況","130320220829M003.pdf","130320220829E003.pdf","http://www.npc.com.tw","","無","查詢"
"1304","台聚","111/03/23","14:30","台北市信義區信義路五段7號1樓 (臺灣證券交易所資訊展示中心)","(1)主要產品市場回顧及展望(2)公司財務資訊","130420220323M001.pdf","130420220323E001.pdf","https://www.usife.com.tw/zh-tw/dirInvestor/frmInvestor7",同步收看網址：:https://webpro.twse.com.tw/webportal/?liveChannelId=1 法說會影音連結資訊:https://webpro.twse.com.tw/webportal/vod/101/1B9E88917C1F-D92BAF5A-AA7F-11EC-824F/?categoryId=101 ,"出席人員仍需遵守中央疫情指揮中心之防疫規定。","查詢"
"1304","台聚","111/05/20","14:30","線上法說會","本公司受邀參加群益金鼎證券舉辦之線上法說會，說明(1)主要產品市場回顧及展望(2)公司財務資訊。報名網址:請填寫報名表單:https://forms.gle/E9FQjK7hNfuotjjm9。活動內容請洽本公司發言人吳銘宗副總，Tel No:(02)2650-3238。","130420220520M001.pdf","130420220520E001.pdf","https://www.usife.com.tw/zh-tw/dirInvestor/frmInvestor7",中文影音檔網址:1304_10_20220520_ch.mp4 ,"無","查詢"
"1304","台聚","111/11/17","16:00","台北市信義區信義路五段7號1樓 (臺灣證券交易所資訊展示中心)","(1)主要產品市場回顧及展望(2)公司財務資訊","130420221117M001.pdf","130420221117E001.pdf","https://www.usife.com.tw/zh-tw/dirInvestor/frmInvestor7",同步收看網址：:https://webpro.twse.com.tw/webportal/?liveChannelId=1 法說會影音連結資訊:https://webpro.twse.com.tw/webportal/vod/101/2182451A5070-202EEF64-665A-11ED-8D56/?categoryId=101 ,"出席人員仍需遵守中央疫情指揮中心之防疫規定。","查詢"
"1304","台聚","111/08/25","16:00","台北市信義區信義路五段7號1樓 (臺灣證券交易所資訊展示中心)","(1)主要產品市場回顧及展望(2)公司財務資訊","130420220825M001.pdf","130420220825E001.pdf","https://www.usife.com.tw/zh-tw/dirInvestor/frmInvestor7",同步收看網址：:https://webpro.twse.com.tw/webportal/?liveChannelId=1 法說會影音連結資訊:https://webpro.twse.com.tw/webportal/vod/101/AB890A339082-7DDCF2C1-2457-11ED-9970/?categoryId=101 ,"出席人員仍需遵守中央疫情指揮中心之防疫規定。","查詢"
"1305","華夏","111/05/17","14:30","線上法說會","本公司受邀參加群益金鼎證券舉辦之線上法人說明會，說明(1)2022年Q1回顧及Q2展望(2)公司2022年Q1財務資訊。
報名網址：請填寫報名表單https://forms.gle/5KB3k9awrz17DvvC8 
活動內容詢問電話：請洽發言人胡吉宏執行副總
(02)2650-3708 。","130520220517M001.pdf","130520220517E001.pdf","https://www.cgpc.com.tw/zh-tw/dirServices/frmServices8.aspx",中文影音檔網址:1305_21_20220517_ch.mp4 ,"無。","查詢"
"1305","華夏","111/03/22","14:30","台北市信義區信義路五段7號1樓(臺灣證券交易所資訊展示中心)","(1)2021年回顧及2022年Q1展望 (2)公司2021年財務資訊","130520220322M001.pdf","130520220322E001.pdf","https://www.cgpc.com.tw/zh-tw/dirServices/frmServices8.aspx",同步收看網址：:https://webpro.twse.com.tw/webportal/?liveChannelId=1 法說會影音連結資訊:https://webpro.twse.com.tw/webportal/vod/101/1B9E88917C1F-87652458-A9B5-11EC-824F/?categoryId=101 ,"出席人員仍須遵守中央疫情指揮中心之防疫規定。","查詢"
"1305","華夏","111/08/19","16:00","台北市信義區信義路五段7號1樓(臺灣證券交易所資訊展示中心)","(1)2022年Q2回顧及Q3展望 (2)公司2022年Q2財務資訊","130520220819M001.pdf","130520220819E001.pdf","https://www.cgpc.com.tw/zh-tw/dirServices/frmServices8.aspx",同步收看網址：:https://webpro.twse.com.tw/webportal/?liveChannelId=1 法說會影音連結資訊:https://webpro.twse.com.tw/webportal/vod/101/2567A527CA29-EE9A4085-1FA3-11ED-8254/?categoryId=101 ,"出席人員仍須遵守中央疫情指揮中心之防疫規定。","查詢"
"1305","華夏","111/11/16","16:00","台北市信義區信義路五段7號1樓(臺灣證券交易所資訊展示中心)","(1)2022年Q3回顧及Q4展望 (2)公司2022年Q3財務資訊","130520221116M001.pdf","130520221116E001.pdf","https://www.cgpc.com.tw/zh-tw/dirServices/frmServices8.aspx",同步收看網址：:https://webpro.twse.com.tw/webportal/?liveChannelId=1 法說會影音連結資訊:https://webpro.twse.com.tw/webportal/vod/101/2182451A5070-F9E08E8E-6591-11ED-8D56/?categoryId=101 ,"出席人員仍須遵守中央疫情指揮中心之防疫規定。","查詢"
"1307","三芳","111/09/20","14:00","webex視訊會議","本公司受邀參加中信證券法人說明會,說明本公司之營運概況","130720250117M007.pdf","130720250117E007.pdf","https://wwww.sanfang.com","","內容檔案於當日會後公告於公開資訊觀測站","查詢"
"1308","亞聚","111/05/18","14:30","線上法說會","本公司受邀參加群益金鼎證券線上法說會。
法說會內容:(1)公司簡介與產品介紹(2)營運概況及展望
(3)財務資訊。","130820220518M001.pdf","130820220518E001.pdf","https://www.apc.com.tw/zh-tw/dirServices/frmServices8.aspx",中文影音檔網址:1308_6_20220518_ch.mp4 ,"報名網址:https://forms.gle/wPVUKwCMUSTSUY73A 活動電話:(02)8751-6888#3224黃經理","查詢"
"1309","台達化","111/05/18","16:00","線上法說會","本公司受邀參加群益金鼎證券線上法說會，法說會內容: 1.公司簡介 2.2021年回顧 3.2022年展望 4.公司財務資訊。","130920220518M001.pdf","130920220518E001.pdf","https://www.ttc.com.tw/zh-tw/dirServices/frmServices8.aspx",中文影音檔網址:1309_6_20220518_ch.mp4 ,"報名網址：https://forms.gle/DmNJb4xVGEMMgbQeA。活動電話：(02)2650-3278 顏副總","查詢"
"1310","台苯","111/09/22","14:30","線上法說會","本公司受邀參加華南永昌證券舉辦之線上法人說明會，說明本公司之營運概況。","131020220922M001.pdf","131020220922E001.pdf","https://www.smct.com.tw/","","報名請洽華南永昌 陳小姐02-2545-6888 Email:10019@entrust.com.tw","查詢"
"1312","國喬","111/11/24","14:00","採視訊方式進行","所屬產業概況及營運成果","131220221123M001.pdf","131220221123E001.pdf","http://www.gppc.com.tw",中文影音檔網址:1312_6_20221124_ch.mp4 ,"無","查詢"
"1313","聯成","111/11/22","14:30","台北市南港區南港路一段209號A棟1樓A111訓練教室","本公司受邀參加凱基證券舉辦之法人說明會，主要內容為公司營運說明。","131320221122M001.pdf","131320221122E001.pdf","https://www.upc.com.tw","","無","查詢"
"1314","中石化","111/04/07","16:00","臺灣證券交易所1樓資訊展示中心 
(台北市信義路5段7號1樓)","說明本公司財務暨營運概況","131420220407M001.pdf","131420220407E001.pdf","https://www.cpdc.com.tw/tw/ir_conference",法說會影音連結資訊:https://webpro.twse.com.tw/webportal/vod/101/F7D208DEDBA0-90D02CA6-B655-11EC-AB7B/?categoryId=101 ,"無","查詢"
"1314","中石化","111/10/14","16:00","臺灣證券交易所1樓資訊展示中心 
(台北市信義路5段7號1樓)","說明本公司財務暨營運概況","131420221014M001.pdf","131420221014E001.pdf","https://www.cpdc.com.tw/tw/ir_conference",法說會影音連結資訊:https://webpro.twse.com.tw/webportal/vod/101/C9B6F1071B9F-3935F70F-4B9D-11ED-9E4A/?categoryId=101 ,"無","查詢"
"1315","達新","111/12/22","15:00","第一金證券7樓會議室(台北市中山區長安東路一段22號7樓)","本公司受邀參加第一金證券舉辦之法人說明會，報告本公司近期財務暨營運概況。","131520221215M001.pdf","131520221215E001.pdf","http://www.tahhsin.com.tw",法說會影音連結資訊:https://webpro.twse.com.tw/WebPortal/vod/101/F57D4FFA83A6-2D8DC915-81D4-11ED-9E13/?categoryId=101 ,"會議簡報依規定揭露「公開資訊觀測站」","查詢"
"1316","上曜","111/01/14","14:30","線上法說會","本公司受邀參加康和證券與IR Trust共同舉辦之「通膨時代不動產後勢浪潮線上研討會」","131620220114M001.pdf","131620220114E001.pdf","","","完整財務業務資訊請至公開資訊觀測站之法人說明會一覽表或法說會項目下查閱。","查詢"
"1316","上曜","111/05/11","14:00","線上法說會","本公司受邀參加華南永昌證券舉辦之線上法人說明會","131620220511M001.pdf","131620220511E001.pdf","","","完整財務業務資訊請至公開資訊觀測站之法人說明會一覽表或法說會項目下查閱。","查詢"
"1316","上曜","111/12/29","15:00","線上法說會","本公司受邀參加元富證券舉辦之線上法人說明會","131620221229M001.pdf","131620221229E001.pdf","","","完整財務業務資訊請至公開資訊觀測站之法人說明會一覽表或法說會項目下查閱。","查詢"
