"公司代號","公司名稱","召開法人說明會日期","召開法人說明會時間","召開法人說明會地點","法人說明會擇要訊息","法人說明會簡報內容-中文","法人說明會簡報內容-英文","公司網站是否有提供法人說明會相關資訊","影音連結資訊","其他應敘明事項","歷年法人說明會"
"1104","環泥","113/06/12","11:15","台北君悅酒店3樓(地址:台北市信義區松壽路2號3樓)","本公司受邀參加統一證券舉辦之「2024 Q2夏季投資論壇」","110420240611M002.pdf","110420240611E002.pdf","http://www.ucctw.com/m/412-1518-9960.php?Lang=zh-tw",中文影音檔網址:1104_18_20240612_ch.mp4 ,"無","查詢"
"1104","環泥","113/12/05","14:30","台北市松山區東興路8號13樓(統一綜合證券 1302會議室)","本公司受統一綜合證券邀請，參加法人說明會。","110420241203M001.pdf","110420241203E001.pdf","http://www.ucctw.com/m/412-1518-9960.php?Lang=zh-tw",法說會影音連結資訊:https://www.youtube.com/watch?v=5Zm1OPifYLc ,"無","查詢"
"1108","幸福","113/12/27","14:30","證交所城中大樓3樓會議室(台北市中正區延平南路85號3樓)","公司簡介與營運概況","110820241227M001.pdf","110820241227E001.pdf","https://www.luckygrp.com.tw/tw/index.asp?au_id=23&amp;sub_id=59",中文影音檔網址:1108_8_20241227_ch.MP4 ,"14:00報到，14:30法說會開始。","查詢"
"1109","信大","113/12/13","16:00","台北市信義路5段7號 101大樓1樓(證交所1F資訊展示中心)","公司簡介、營業概況、財務分析、永續發展、未來展望","110920241213M001.pdf","110920241213E001.pdf","https://www.hsingta.com.tw/Download.asp?lv=0&amp;id=90",法說會影音連結資訊:https://webpro.twse.com.tw/WebPortal/vod/101/75E2F8ECF7EB-87DF2989-B931-11EF-AD04/?categoryId=101 ,"無","查詢"
"1110","東泥","113/12/19","15:00","線上法說會","本公司受邀參加元大證券舉辦之線上法說會，報告本公司營運狀況。","111020241218M001.pdf","111020241218E001.pdf","http://www.southeastcement.com.tw/index.php?q=conference",中文影音檔網址:1110_10_20241219_ch.mp4 ,"無。","查詢"
"1110","東泥","113/09/12","14:00","線上法說會","本公司受邀參加元大證券舉辦之線上法說會，報告本公司營運狀況。","111020240910M001.pdf","111020240910E001.pdf","http://www.southeastcement.com.tw/index.php?q=conference",中文影音檔網址:1110_9_20240912_ch.mp4 ,"無。","查詢"
"1201","味全","113/11/28","15:00","線上產業座談會。","本公司受邀參加元大證券舉辦之線上產業座談會。","120120241128M001.pdf","120120241128E001.pdf","https://www.weichuan.com.tw/tw/investor#gsc.tab=0",中文影音檔網址:1201_9_20241128_ch.mp4 ,"無","查詢"
"1203","味王","113/10/16","14:30","臺灣證券交易所1樓資訊展示中心(台北市信義路五段7號)","公司概況、財務報告及營運概況。","120320241015M001.ppt","120320241015E001.ppt","https://www.vewong.com/ec99/ushop20069/profile-11.asp",法說會影音連結資訊:https://webpro.twse.com.tw/WebPortal/vod/101/19B64C829085-86EC9A94-8B8C-11EF-8485/?categoryId=101 ,"無","查詢"
"1210","大成","113/03/20","14:00","線上法說會","112Q4財報說明。","121020240320M001.pdf","121020240320E001.pdf","https://www.dachan.com/conference",中文影音檔網址:1210_16_20240320_ch.mp4 ,"無","查詢"
"1210","大成","113/12/02","14:00","線上法說會","113Q3財報說明。","121020241202M001.pdf","121020241202E001.pdf","https://www.dachan.com/conference","","無","查詢"
"1210","大成","113/08/13","14:00","線上法說會","113Q2財報說明。","121020240813M001.pdf","121020240813E001.pdf","https://www.dachan.com/conference",中文影音檔網址:1210_18_20240813_ch.mp4 ,"無","查詢"
"1210","大成","113/05/16","14:00","線上法說會","113Q1財報說明。","121020240516M001.pdf","121020240516E001.pdf","https://www.dachan.com/conference","","無","查詢"
"1213","大飲","113/12/12","14:00","新北市三重區重陽路三段99號10樓","公司簡介及營運狀況報告","121320241212M001.pdf","121320241212E001.pdf","https://applesidra.com.tw/",法說會影音連結資訊:https://youtu.be/7_nYm4h6zgA ,"中、英文簡報內容檔案於當日會後公告於公開資訊觀測站","查詢"
"1215","卜蜂","113/11/25","15:30","證券交易所一樓資訊展示中心(台北市信義區信義路五段7號)","簡報營運狀況","121520241125M001.pptx","121520241125E001.pptx","https://www.cptwn.com.tw/ec99/rwd1453/category.asp?category_id=21",法說會影音連結資訊:https://webpro.twse.com.tw/webportal/vod/101/71F2CCD6EFB4-C6E2F467-AB15-11EF-A913/?categoryId=101 ,"無","查詢"
"1215","卜蜂","113/08/26","15:30","證券交易所一樓資訊展示中心(台北市信義區信義路五段7號)","簡報營運狀況","121520240826M001.pptx","121520240826E001.pptx","https://www.cptwn.com.tw/ec99/rwd1453/category.asp?category_id=21",法說會影音連結資訊:https://webpro.twse.com.tw/webportal/vod/101/3DA1BDDEDEF7-917E3694-6386-11EF-BF7B/?categoryId=101 ,"無","查詢"
"1216","統一","113/11/22","08:00","線上法說會","報告本公司截至113年第三季度之營運與財務概況。","121620241121M001.pdf","121620241121E001.pdf","https://www.uni-president.com.tw/invest/index.html",中文影音檔網址:1216_215_20241122_ch.mp4 英文影音檔網址:1216_215_20241122_en.mp4 ,"會議簡報及影音檔案將依規定揭露及上傳於公開資訊觀測站。","查詢"
"1216","統一","113/11/22","13:30","台北","報告本公司截至113年第三季度之營運與財務概況。","121620241121M001.pdf","121620241121E001.pdf","https://www.uni-president.com.tw/invest/index.html","","會議簡報依規定揭露於「公開資訊觀測站」。","查詢"
"1216","統一","113/05/14","08:00","香港","本公司應麥格理證券之邀於113年5月14日在香港參加投資人說明會，報告本公司截至113年第一季之營運與財務概況。","121620240513M001.pdf","121620240513E001.pdf","https://www.uni-president.com.tw/invest/index.html","","會議簡報依規定揭露於「公開資訊觀測站」。","查詢"
"1216","統一","113/03/15","14:00","台北","本公司預計與統一中控、統一實業及大統益舉行聯合法說會。","121620240315M001.pdf","121620240315E001.pdf","https://www.uni-president.com.tw/invest/index.html",中文影音檔網址:1216_212_20240315_ch.mp4 英文影音檔網址:1216_212_20240315_en.mp4 ,"會議簡報及影音檔案將於當日會後揭露及上傳於公開資訊觀測站。","查詢"
"1216","統一","113/08/13 至 113/08/14","08:00","新加坡","本公司應凱基證券之邀於113年8月13~14日在新加坡參加投資人說明會，報告本公司截至113年上半年之營運與財務概況。","121620240812M001.pdf","121620240812E001.pdf","https://www.uni-president.com.tw/invest/index.html","","會議簡報依規定揭露於「公開資訊觀測站」。","查詢"
"1217","愛之味","113/08/29","14:30","台北市敦化南路&#12038;段97號16樓第&#12032;會議室","公司簡介與營運狀況說明","121720240829M002.pdf","121720240829E002.pdf","https://www.agv.com.tw/投資人專區/股東專區/法人說明會/",法說會影音連結資訊:https://www.youtube.com/watch?v=6nWkiYWbmB8 ,"無","查詢"
"1217","愛之味","113/12/27","14:30","台北市敦化南路&#12038;段97號16樓第&#12032;會議室","公司簡介與營運狀況說明","121720241227M002.pdf","121720241227E002.pdf","https://www.agv.com.tw/投資人專區/股東專區/法人說明會/",法說會影音連結資訊:https://youtu.be/XZpaIUHTuAY ,"無","查詢"
"1218","泰山","113/09/20","16:00","線上法說會","本公司受邀參加元大證券舉辦之線上法人說明會。","121820240920M001.pdf","121820240920E001.pdf","http://www.taisun.com.tw/investor/legal-person-info/",中文影音檔網址:1218_8_20240920_ch.mp4 ,"無","查詢"
"1218","泰山","113/12/25","15:00","線上法說會","本公司受邀參加元大證券舉辦之線上法人說明會。","121820241225M001.pdf","121820241225E001.pdf","http://www.taisun.com.tw/investor/legal-person-info/",中文影音檔網址:1218_9_20241225_ch.mp4 ,"無","查詢"
"1219","福壽","113/09/18","16:00","臺灣證券交易所1樓資訊展示中心(台北市信義路五段7號1樓)","公司營運、財務績效說明及未來展望","121920240916M001.pdf","121920240916E001.pdf","https://www.fwusow.com.tw/",法說會影音連結資訊:https://webpro.twse.com.tw/WebPortal/vod/101/31BE19AB59AB-6D153910-759C-11EF-A3CC/?categoryId=101 ,"無","查詢"
"1220","台榮","113/08/29","16:00","台北市信義區信義路五段 7 號 1 樓證券交易所資訊展示中心","簡報公司營運概況","122020240827M001.pptx","122020240827E001.pptx","",法說會影音連結資訊:https://webpro.twse.com.tw/WebPortal/vod/101/F305E4EF4A67-83A22A71-65DF-11EF-93AD/?categoryId=101 ,"無","查詢"
"1220","台榮","113/12/16","14:30","台北市信義區信義路五段7號101辦公大樓證券交易所1樓資訊展示中心","簡報公司營運概況","122020241213M001.pptx","122020241213E001.pptx","",法說會影音連結資訊:https://webpro.twse.com.tw/WebPortal/vod/101/75E2F8ECF7EB-D51CF910-BB78-11EF-AD04/?categoryId=101 ,"無","查詢"
"1225","福懋油","113/12/13","14:00","線上法說會","擬於113年12月13日14：00舉行線上法人說明會，報告本公司113年第三季業績成果，欲參加可透過網路連接下列網址參加線上法人說明會http://www.zucast.com/webcast/zeXSA2D8","122520241213M001.pdf","122520241213E001.pdf","https://www.fopco.com.tw",中文影音檔網址:1225_8_20241213_ch.mp4 ,"無","查詢"
"1227","佳格","113/09/26","14:00","線上法說會","受邀參加元富證券舉辦法人說明會，會中就本公司已公開發布之營運及財務業務狀況做說明。","122720240926M001.pdf","122720240926E001.pdf","https://www.sfworldwide.com/investors-financial-%E6%B3%95%E8%AA%AA%E6%9C%83%E5%A0%B1%E5%91%8A.html",中文影音檔網址:1227_8_20240926_ch.mp4 ,"無","查詢"
"1229","聯華","113/06/21","15:30","線上法人說明會。","本公司受邀參加康和證券線上法人說明會，會中就本公司已公開發佈之財務數字及經營績效等相關資訊做說明。","122920240621M001.pdf","122920240621E001.pdf","https://www.lhicholdings.com/investors/3news/Investor-Conference-2/",法說會影音連結資訊:https://www.youtube.com/watch?v=rkeKgXuz3TY ,"無","查詢"
"1229","聯華","113/12/11","15:40","台北晶華酒店4樓（台北市中山北路二段39巷3號）","本公司受邀參加永豐金證券2024年第四季產業論壇，會中就本公司已公開發佈之財務數字及經營績效等相關資訊做說明。","122920241211M001.pdf","122920241211E001.pdf","https://www.lhicholdings.com/investors/3news/Investor-Conference-2/",中文影音檔網址:1229_14_20241211_ch.mp3 ,"無","查詢"
"1231","聯華食","113/12/25","14:00","線上法說會","公司簡介及營運概況說明","123120241225M001.pdf","123120241225E001.pdf","https://www.lianhwa.com.tw/column_list.php?content_category_sn=180",同步收看網址：:http://www.zucast.com/webcast/XJGEUGkx 法說會影音連結資訊:http://www.zucast.com/webcast/XJGEUGkx ,"無","查詢"
"1232","大統益","113/03/15","14:00","台北","本公司預計與統一企業、統一中控及統一實業在113年3月15日 於台北舉行聯合法說會，報告本公司截至112全年度營運與財務概況。","123220240315M001.pdf","123220240315E001.pdf","https://www.ttet.com.tw/",中文影音檔網址:1232_8_20240315_ch.mp4 ,"會議簡報及影音檔將於當日會後揭露及上傳於公開資訊觀測站。","查詢"
"1233","天仁","113/12/12","15:00","線上法人說明會","113年度天仁茶業線上法人說明會","123320241128M001.pptx","123320241128E001.pptx","https://www.tenren.com.tw/Content/Downloads/List.aspx?SiteID=10&amp;MmmID=654061447454403423",同步收看網址：:http://www.zucast.com/webcast/l9xW8tjm 法說會影音連結資訊:https://www.tenren.com.tw/Content/Downloads/List.aspx?SiteID=10&MmmID=654061447454403423 ,"公司網站所提供法人說明會相關內容，將於法人說明會後上傳本公司網站。","查詢"
"1234","黑松","113/06/25","16:00","臺灣證券交易所一樓資訊展示中心(台北市信義區信義路五段7號1樓)","公司簡介及營運報告","123420240625M001.pdf","123420240625E001.pdf","https://www.heysong.com.tw/investor/stockconference",法說會影音連結資訊:https://webpro.twse.com.tw/WebPortal/vod/101/A1254962C130-E2DD2052-32D5-11EF-8145/?categoryId=101 ,"15:30報到，16:00會議開始。","查詢"
"1234","黑松","113/12/23","14:30","臺灣證券交易所一樓資訊展示中心(台北市信義區信義路五段7號1樓)","公司簡介及營運報告","123420241223M001.pdf","123420241223E001.pdf","https://www.heysong.com.tw/investor/stockconference",法說會影音連結資訊:https://webpro.twse.com.tw/WebPortal/vod/101/69694597C11B-482A2655-C0FF-11EF-B60A/?categoryId=101 ,"14:00報到，14:30會議開始。","查詢"
"1235","興泰","113/12/24","14:00","本公司二樓會議室(高雄市仁武區高楠公路10號)","2024年前三季營運概況說明","123520241220M001.pdf","123520241220E001.pdf","http://www.goldenbrand.com.tw/legal.php",法說會影音連結資訊:http://www.goldenbrand.com.tw/legal.php ,"無","查詢"
"1236","宏亞","113/12/17","15:30","台北市中正區忠孝西路一段6號7樓","受邀參加福邦證券舉辦之法人說明會，就本公司已公開之財務業務資訊作說明。","123620241213M001.pdf","123620241213E001.pdf","https://www.hunya.com.tw/ir/news/Conference",中文影音檔網址:1236_8_20241217_ch.mp4 ,"無。","查詢"
"1256","鮮活果汁-KY","113/06/04","14:30","兆豐證券13樓會議室（台北市忠孝東路二段95號13樓）","受邀參加兆豐證券法人說明會，說明本公司營運概況。","125620240604M001.pdf","125620240604E001.pdf","http://www.myfreshjuice.com/",法說會影音連結資訊:http://www.myfreshjuice.com/list/?188_1.html ,"無","查詢"
"1256","鮮活果汁-KY","113/12/12","14:30","線上法人說明會","受邀參加兆豐證券線上法人說明會，說明本公司營運概況。","125620241212M001.pdf","125620241212E001.pdf","http://www.myfreshjuice.com/",法說會影音連結資訊:http://www.myfreshjuice.com/list/?188_1.html ,"無","查詢"
"1301","台塑","113/03/26","15:00","線上法說會","本公司受邀參加統一證券國際法人部舉辦之線上法人說明會","130120240325M001.pdf","130120240325E001.pdf","http://www.fpc.com.tw/fpcw/index.php?op=res&amp;id=13&amp;c=22","","報名請洽統一證券 Email:JENNY117@uni-psg.com","查詢"
"1301","台塑","113/05/30","15:00","線上法說會","本公司受邀參加凱基證券舉辦之線上法人說明會","130120240529M001.pdf","130120240529E001.pdf","http://www.fpc.com.tw/fpcw/index.php?op=res&amp;id=13&amp;c=22",中文影音檔網址:1301_44_20240530_ch.mp4 ,"報名請洽凱基證券 Email: Lydia.huang@kgi.com","查詢"
"1301","台塑","113/11/28","14:30","線上法說會","本公司受邀參加康和證券線上法說會，說明本公司營運概況。","130120241127M001.pdf","130120241127E001.pdf","http://www.fpc.com.tw/fpcw/index.php?op=res&amp;id=13&amp;c=22",法說會影音連結資訊:https://youtu.be/mwa5lOfk8Ho ,"報名請洽康和證券 Email:irene.ho@concords.com.tw","查詢"
"1301","台塑","113/09/16","14:00","國票金控大樓(台北市中山區樂群三路128號7樓)","本公司受邀參加國票綜合證券法人說明會，說明本公司營運概況。","130120240911M001.pdf","130120240911E001.pdf","http://www.fpc.com.tw/fpcw/index.php?op=res&amp;id=13&amp;c=22","","報名請洽國票綜合證券李小姐02-25288275 Email:anneli@ibfs.com.tw","查詢"
"1303","南亞","113/03/28","15:15","台北君悅酒店","本公司受邀參加台新證券舉辦之法人說明會，說明本公司之營運概況","130320240327M001.pdf","130320240327E001.pdf","http://www.npc.com.tw",法說會影音連結資訊:https://www.npc.com.tw/j2npc/zhtw/investor/Earnings%20Conference ,"無","查詢"
"1303","南亞","113/05/17","12:00","國票證券(台北市南京東路五段188號)","本公司受邀參加國票證券舉辦之法人座談會，說明本公司之營運概況","130320240516M001.pdf","130320240516E001.pdf","http://www.npc.com.tw","","無","查詢"
"1303","南亞","113/11/20","15:20","台北文創","本公司受邀參加元富證券舉辦之2024年冬季投資論壇，說明本公司之營運概況","130320241119M001.pdf","130320241119E001.pdf","http://www.npc.com.tw","","無","查詢"
"1303","南亞","113/08/21","14:00","台北晶華酒店","本公司受邀參加台新證券舉辦之法人座談會，說明本公司之營運概況。","130320240820M001.pdf","130320240820E001.pdf","http://www.npc.com.tw",法說會影音連結資訊:https://www.npc.com.tw/j2npc/zhtw/investor/Earnings%20Conference ,"無","查詢"
"1304","台聚","113/11/29","14:30","台北市信義區信義路五段7號1樓(臺灣證券交易所資訊展示中心)","(1)主要產品市場回顧及展望(2)公司財務資訊","130420241129M002.pdf","130420241129E002.pdf","https://www.usife.com.tw/zh-tw/dirInvestor/frmInvestor7",同步收看網址：:https://webpro.twse.com.tw/webportal/?liveChannelId=1 法說會影音連結資訊:https://webpro.twse.com.tw/webportal/vod/101/DD82882FEA3C-51F14B1A-AE27-11EF-9A37/?categoryId=101 ,"無。","查詢"
"1304","台聚","113/03/21","14:30","台北市信義區信義路五段7號1樓(臺灣證券交易所資訊展示中心)","(1)主要產品市場回顧及展望(2)公司財務資訊","130420240321M001.pdf","130420240321E001.pdf","https://www.usife.com.tw/zh-tw/dirInvestor/frmInvestor7",同步收看網址：:https://webpro.twse.com.tw/webportal/?liveChannelId=1 法說會影音連結資訊:https://webpro.twse.com.tw/webportal/vod/101/E7EC82F4C811-A90DFB48-E75B-11EE-A5C9/?categoryId=101 ,"無。","查詢"
"1304","台聚","113/05/28","16:00","台北市信義區信義路五段7號1樓(臺灣證券交易所資訊展示中心)","(1)主要產品市場回顧及展望(2)公司財務資訊","130420240528M001.pdf","130420240528E001.pdf","https://www.usife.com.tw/zh-tw/dirInvestor/frmInvestor7",同步收看網址：:https://webpro.twse.com.tw/webportal/?liveChannelId=1 法說會影音連結資訊:https://webpro.twse.com.tw/webportal/vod/101/F796D99F71F0-DE3C7AB0-1CD2-11EF-B523/?categoryId=101 ,"無。","查詢"
"1304","台聚","113/08/28","14:30","台北市信義區信義路五段7號1樓(臺灣證券交易所資訊展示中心)","(1)主要產品市場回顧及展望(2)公司財務資訊","130420240828M001.pdf","130420240828E001.pdf","https://www.usife.com.tw/zh-tw/dirInvestor/frmInvestor7",同步收看網址：:https://webpro.twse.com.tw/webportal/?liveChannelId=1 法說會影音連結資訊:https://webpro.twse.com.tw/webportal/vod/101/3DA1BDDEDEF7-10938F4B-6511-11EF-BF7B/?categoryId=101 ,"無。","查詢"
"1305","華夏","113/05/13","14:30","台北市信義區信義路五段7號1樓(臺灣證券交易所資訊展示中心)","(1)2024年Q1回顧及Q2展望 (2)公司2024年Q1財務資訊","130520240517M001.pdf","130520240517E001.pdf","https://www.cgpc.com.tw/zh-tw/dirServices/frmServices8.aspx",同步收看網址：:https://webpro.twse.com.tw/webportal/?liveChannelId=1 法說會影音連結資訊:https://webpro.twse.com.tw/webportal/vod/101/F3FB77541C26-D28EBC7C-10FB-11EF-A979/?categoryId=101 ,"無。","查詢"
"1305","華夏","113/11/26","16:00","台北市信義區信義路五段7號1樓(臺灣證券交易所資訊展示中心)","(1)2024年Q3回顧及Q4展望 (2)公司2024年Q3財務資訊","130520241126M001.pdf","130520241126E001.pdf","https://www.cgpc.com.tw/zh-tw/dirServices/frmServices8.aspx",同步收看網址：:https://webpro.twse.com.tw/webportal/?liveChannelId=1 法說會影音連結資訊:https://webpro.twse.com.tw/webportal/vod/101/71F2CCD6EFB4-F507D5C6-ABE0-11EF-A913/?categoryId=101 ,"無。","查詢"
"1305","華夏","113/03/14","14:30","台北市信義區信義路五段7號1樓(臺灣證券交易所資訊展示中心)","(1)2023年回顧及2024年Q1展望 (2)公司2023年財務資訊","130520240314M001.pdf","130520240314E001.pdf","https://www.cgpc.com.tw/zh-tw/dirServices/frmServices8.aspx",同步收看網址：:https://webpro.twse.com.tw/webportal/?liveChannelId=1 法說會影音連結資訊:https://webpro.twse.com.tw/webportal/vod/101/E7EC82F4C811-206014DD-E1D7-11EE-A5C9/?categoryId=101 ,"無。","查詢"
"1305","華夏","113/08/16","16:00","台北市信義區信義路五段7號1樓(臺灣證券交易所資訊展示中心)","(1)2024年Q2回顧及Q3展望 (2)公司2024年上半年財務資訊","130520240816M001.pdf","130520240816E001.pdf","https://www.cgpc.com.tw/zh-tw/dirServices/frmServices8.aspx",同步收看網址：:https://webpro.twse.com.tw/webportal/?liveChannelId=1 法說會影音連結資訊:https://webpro.twse.com.tw/webportal/vod/101/3DA1BDDEDEF7-53E5D05C-5BB6-11EF-BF7B/?categoryId=101 ,"無。","查詢"
"1307","三芳","113/09/12","14:00","中信南港金融園區B棟13樓會議室 (南港區經貿二路188號)","本公司受邀參加中信證券法人說明會 ,說明本公司之營運概況。","130720240912M001.pdf","130720240912E001.pdf","https://www.sanfang.com/",法說會影音連結資訊:https://reurl.cc/E6VNZR ,"內容檔案於當日會後公告於公開資訊觀測站","查詢"
"1308","亞聚","113/05/14","14:30","台北市信義區信義路5段7號1樓(臺灣證券交易所資訊展示中心)","(1)公司簡介與產品介紹(2)營運概況及展望(3)財務資訊","130820240514M001.pdf","130820240514E001.pdf","https://www.apc.com.tw/zh-tw/dirServices/frmServices8.aspx",同步收看網址：:https://webpro.twse.com.tw/webportal/?liveChannelId=1 法說會影音連結資訊:https://webpro.twse.com.tw/webportal/vod/101/F3FB77541C26-E410B670-11C3-11EF-A979/?categoryId=101 ,"無。","查詢"
"1308","亞聚","113/11/27","14:30","台北市信義區信義路5段7號1樓(臺灣證券交易所資訊展示中心)","(1)公司簡介與產品介紹(2)營運概況及展望(3)財務資訊","130820241127M001.pdf","130820241127E001.pdf","https://www.apc.com.tw/zh-tw/dirServices/frmServices8.aspx",同步收看網址：:https://webpro.twse.com.tw/webportal/?liveChannelId=1 法說會影音連結資訊:https://webpro.twse.com.tw/webportal/vod/101/E9AF2039E3CC-CE1300D9-AC8E-11EF-A5D6/?categoryId=101 ,"無。","查詢"
"1309","台達化","113/05/14","16:00","台北市信義區信義路五段7號1樓(臺灣證券交易所資訊展示中心)","1.公司簡介 2.營運概況及展望 3.財務資訊","130920240514M001.pdf","130920240514E001.pdf","https://www.ttc.com.tw/zh-tw/dirServices/frmServices8.aspx",同步收看網址：:https://webpro.twse.com.tw/webportal/?liveChannelId=1 法說會影音連結資訊:https://webpro.twse.com.tw/webportal/vod/101/F3FB77541C26-4EFF3623-11D1-11EF-A979/?categoryId=101 ,"無","查詢"
"1309","台達化","113/11/27","16:00","台北市信義路5段7號1樓(臺灣證券交易所資訊展示中心)","1.公司簡介 2.營運概況及展望 3.財務資訊","130920241127M001.pdf","130920241127E001.pdf","https://www.ttc.com.tw/zh-tw/dirServices/frmServices8.aspx",同步收看網址：:https://webpro.twse.com.tw/webportal/?liveChannelId=1 法說會影音連結資訊:https://webpro.twse.com.tw/webportal/vod/101/E9AF2039E3CC-7712701C-AC9B-11EF-A5D6/?categoryId=101 ,"無","查詢"
"1310","台苯","113/09/26","14:00","台北市民生東路四段54號4樓（華南永昌證券）","本公司受邀參加華南永昌證券舉辦之法人說明會，說明本公司之營運概況。","131020240924M001.pdf","131020240924E001.pdf","https://www.smct.com.tw/",法說會影音連結資訊:https://drive.google.com/file/d/17x7A9kaG3RLiHCftvnV67MeNNTAwUUuE/view?usp=drive_link ,"報名請洽華南永昌 陳小姐 02-2545-6888#8258 Email:10019@entrust.com.tw","查詢"
"1312","國喬","113/06/18","14:00","採視訊方式進行","所屬產業概況及營運成果","131220240618M001.pdf","131220240618E001.pdf","http://www.gppc.com.tw",中文影音檔網址:1312_8_20240618_ch.mp4 ,"無","查詢"
"1312","國喬","113/11/27","14:00","採視訊方式進行","所屬產業概況及營運成果","131220241127M001.pdf","131220241127E001.pdf","http://www.gppc.com.tw",中文影音檔網址:1312_9_20241127_ch.mp4 ,"無","查詢"
"1313","聯成","113/11/21","14:00","Webex 線上會議","本公司受邀參加元大證券舉辦之法人說明會，說明公司營運概況及展望。","131320241121M001.pdf","131320241121E001.pdf","https://www.upc.com.tw/zh-TW/Html/ir_information/Index/ir_Conference",法說會影音連結資訊:https://youtu.be/pKVdSiHELco ,"無","查詢"
"1313","聯成","113/06/06","14:30","Webex 線上會議","本公司受邀參加凱基證券舉辦之法人說明會，說明公司營運概況及展望。","131320240606M001.pdf","131320240606E001.pdf","https://www.upc.com.tw/zh-TW/Html/ir_information/Index/ir_Conference",法說會影音連結資訊:https://youtu.be/K5vDlYWntCU ,"無","查詢"
"1314","中石化","113/04/12","16:00","臺灣證券交易所1樓資訊展示中心 
(11049台北市信義路5段7號1樓)","說明本公司2023年第四季財務暨營運概況","131420240412M001.pdf","131420240412E001.pdf","https://www.cpdc.com.tw/tw/ir_conference",法說會影音連結資訊:https://webpro.twse.com.tw/webportal/vod/101/AFA37D874E81-34412FA0-F8AA-11EE-B985/?categoryId=101 ,"無","查詢"
