"公司代號","公司名稱","召開法人說明會日期","召開法人說明會時間","召開法人說明會地點","法人說明會擇要訊息","法人說明會簡報內容-中文","法人說明會簡報內容-英文","公司網站是否有提供法人說明會相關資訊","影音連結資訊","其他應敘明事項","歷年法人說明會"
"3081","聯亞","115/04/22","14:00","線上會議","本公司受邀參加元大證券所舉辦之線上法人說明會，說明本公司2026年第1季營運概況。
法說會網址: https://yuanta-cbd.webex.com/yuanta-cbd/j.php?MTID=m5a6d0d11588157cbaefb4b35c6fb7f1b，
活動碼: 2516 450 2545，活動密碼: 3081，本會議將以中文進行。","308120260422M001.pdf","308120260422E001.pdf","","","無","查詢"
"3083","網龍","115/03/11","14:00","線上法說會","本公司受邀參加群益金鼎證券舉辦之線上法人說明會，說明公司經營績效及營運展望。","308320260311M001.pdf","308320260311E001.pdf","https://www.chinesegamer.net/web/i7.asp",中文影音檔網址:3083_39_20260311_ch.mp4 ,"無","查詢"
"3083","網龍","115/05/21","14:00","線上法說會","本公司受邀參加兆豐證券舉辦之線上法人說明會，說明公司經營績效及營運展望。","308320260521M001.pdf","308320260521E001.pdf","https://www.chinesegamer.net/web/i7.asp",法說會影音連結資訊:未輸 ,"無","查詢"
"3088","艾訊","115/05/20","14:00","櫃買中心11樓多功能資訊媒體區(台北市中正區羅斯福路二段100號11樓)","本公司受邀參加證券櫃檯買賣中心所舉辦之櫃買市場業績發表會","308820260520M003.pdf","308820260520E003.pdf","http://www.axiomtek.com.tw/Default.aspx?MenuId=AboutUs&amp;ItemId=200&amp;C=財務業務資訊",法說會影音連結資訊:https://www.youtube.com/watch?v=hVusfc1ToMo ,"無","查詢"
"3105","穩懋","115/03/09","14:00","台北遠東香格里拉飯店","本公司受邀參加花旗證券舉辦之「Citi 2026 March Corporate Day 」法說會，說明本公司之營運概況、財務及業務相關資訊。","310520260304M001.pdf","310520260304E001.pdf","https://www.winfoundry.com/zh-TW/Invest/invest_activity?page=1&amp;year=2026&amp;isOpen=False","","無","查詢"
"3105","穩懋","115/03/13","14:00","台北君悅酒店","本公司受邀參加摩根大通證券舉辦之「J.P. Morgan Taiwan CEO-CFO Conference 」法說會，說明本公司之營運概況、財務及業務相關資訊。","310520260304M002.pdf","310520260304E002.pdf","https://www.winfoundry.com/zh-TW/Invest/invest_activity?page=1&amp;year=2026&amp;isOpen=False","","無","查詢"
"3105","穩懋","115/03/19 至 115/03/20","14:00","台北君悅酒店","公告本公司115/03/19至115/03/20受邀參加美林證券舉辦之「BofA Asia Tech Conference」，說明本公司之營運概況、財務及業務相關資訊。","310520260304M003.pdf","310520260304E003.pdf","https://www.winfoundry.com/zh-TW/Invest/invest_activity?page=1&amp;year=2026&amp;isOpen=False","","無","查詢"
"3105","穩懋","115/04/30","14:00","網路直播","本公司將舉辦2026年第一季線上法人說明會，說明本公司營運狀況。中文場14:00於網路直播，請連結至以下網址https://www.zucast.com/webcast/Q6VJJh6h
英文場15:30於網路直播，請連結至以下網址https://www.zucast.com/webcast/AjPh0q0g
建議參與者於法說會前安裝或升級所需播放軟體，或至 http://www.zucast.com/help尋求技術支援。","310520260429M001.pdf","310520260429E001.pdf","https://www.winfoundry.com/zh-TW/Invest/invest_quarter_reports?page=1&amp;year=2026&amp;isOpen=False",同步收看網址：:https://www.zucast.com/webcast/Q6VJJh6h 法說會影音連結資訊:https://www.winfoundry.com/zh-TW/Invest/invest_quarter_reports?page=1&year=2026&isOpen=False ,"無","查詢"
"3105","穩懋","115/02/11","14:00","中文場於桃園市龜山區復興街7號2樓(長庚會議中心2樓簡報室)舉行；英文場採網路直播。","說明本公司2025年第四季營運狀況。
中文場14:00於長庚會議中心2樓簡報室舉行。
英文場16:30於網路直播，請連結至以下網址  https://www.zucast.com/webcast/9R58FRmH
建議參與者於法說會前安裝或升級所需播放軟體，或至 http://www.zucast.com/help 尋求技術支援。","310520260211M001.pdf","310520260211E001.pdf","https://www.winfoundry.com/zh-TW/Invest/invest_quarter_reports?page=1&amp;year=2025&amp;isOpen=False",法說會影音連結資訊:https://www.winfoundry.com/zh-TW/Invest/invest_quarter_reports?page=1&year=2025&isOpen=False ,"中文場未提供現場直播，會後提供錄影重播。","查詢"
"3105","穩懋","115/05/05","14:00","線上法說","本公司受邀參加寬量國際主辦之「QIC&#039;s 19th Taiwan CEO Week」線上法說會，說明本公司之營運概況、財務及業務相關資訊。","310520260429M002.pdf","310520260429E002.pdf","https://www.winfoundry.com/zh-TW/Invest/invest_activity?page=1&amp;year=2026&amp;isOpen=False","","無","查詢"
"3105","穩懋","115/05/26","14:50","台北花園大酒店國際廳(地址:台北市中華路二段1 號2樓)","本公司受邀參加證券櫃檯買賣中心舉辦之「櫃買市場業績發表會」，說明本公司營運狀況","310520260522M001.pdf","310520260522E001.pdf","https://www.winfoundry.com/zh-TW/Invest/invest_activity?page=1&amp;year=2026&amp;isOpen=False",法說會影音連結資訊:https://www.tpex.org.tw/web/about/news/media/media_gallery.php?l=zh-tw ,"無","查詢"
"3105","穩懋","115/05/29","14:00","臺北文華東方酒店","公告本公司115/05/29受邀參加摩根士丹利舉辦之「Morgan Stanley Asia AI Summit 2026」，說明本公司之營運概況、財務及業務相關資訊。","310520260429M002.pdf","310520260429E002.pdf","https://www.winfoundry.com/zh-TW/Invest/invest_activity?page=1&amp;year=2026&amp;isOpen=False","","無","查詢"
"3105","穩懋","115/06/01","14:00","台北君悅酒店","公告本公司115/06/01受邀參匯豐舉辦之「HSBC Taiwan Conference」，說明本公司之營運概況、財務及業務相關資訊。","310520260429M002.pdf","310520260429E002.pdf","https://www.winfoundry.com/zh-TW/Invest/invest_activity?page=1&amp;year=2026&amp;isOpen=False","","無","查詢"
"3105","穩懋","115/06/05","14:00","W Hotel 台北","公告本公司115/06/05受邀參花旗證券舉辦之「Citi 2026 Taiwan Conference」，說明本公司之營運概況、財務及業務相關資訊。","310520260429M002.pdf","310520260429E002.pdf","https://www.winfoundry.com/zh-TW/Invest/invest_activity?page=1&amp;year=2026&amp;isOpen=False","","無","查詢"
"3131","弘塑","115/03/12","14:00","富邦國際會議中心","弘塑受邀參加「富邦證�麥|辦之法人說明會」。","313120260316M001.pdf","313120260316E001.pdf","","","無。","查詢"
"3131","弘塑","115/05/26","14:00","台北花園大酒店2樓國際廳","弘塑受邀參加櫃買中舉辦之「櫃買市場業績發表會」。","內容檔案於當日會後公告於公開資訊觀測站","內容檔案於當日會後公告於公開資訊觀測站","",法說會影音連結資訊:未輸 ,"無。","查詢"
"3147","大綜","115/04/22","14:30","富邦南京大樓5樓會議室(北市南京東路二段111號5樓)","本公司受邀參加富邦證券舉辦之法人說明會，就本公司營運說明。","314720260422M001.pdf","314720260422E001.pdf","https://www.jetwell.com.tw/Legalperson.php",中文影音檔網址:3147_12_20260422_ch.mp4 ,"無","查詢"
"3162","精確","115/03/17","13:30","台北茹曦酒店2樓會議廳(臺北市松山區敦化北路100號)","本公司受邀參加群益金鼎證券投資論壇，會中就公司業務狀況等說明。","316220260317M001.pptx","316220260317E001.pptx","",中文影音檔網址:3162_14_20260317_ch.MP4 ,"無","查詢"
"3162","精確","115/05/22","11:10","台北市中山北路二段39巷3號4樓(晶華國際酒店)","本公司受邀參加華南永昌證券產業趨勢暨企業論壇，會中就公司業務狀況等說明。","316220260521M002.pdf","316220260521E002.pdf","",中文影音檔網址:3162_15_20260522_ch.mp4 ,"無","查詢"
"3163","波若威","115/03/10","14:30","KGI凱基證券總部大樓(台北市中山區明水路700號12樓)","本公司受邀參加凱基證券舉辦之法人說明會，說明未來經營策略與願景","316320260310M001.pptx","316320260310E001.pptx","",法說會影音連結資訊:https://youtu.be/jlJZwEJNXCw ,"無","查詢"
"3188","鑫龍騰","115/03/23","14:00","線上法說會","受邀參加凱基證券舉辦之法人說明會，就本公司已公開之財務業務資訊作說明。","318820260323M001.pdf","318820260323E001.pdf","",中文影音檔網址:3188_5_20260323_ch.mp4 ,"無","查詢"
"3206","志豐","115/04/23","14:30","線上","受邀參加永豐金證券舉辦之法人說明會，說明本公司營運概況","320620260423M001.pdf","320620260423E001.pdf","",中文影音檔網址:3206_5_20260423_ch.mp4 ,"無","查詢"
"3211","順達","115/03/04","14:30","線上法人說明會","本公司受邀參加群益金鼎證券(股)公司所舉辦之線上法人說明會，說明本公司營運及未來展望。 報名網址：https://www.surveycake.com/s/RbLMM；活動內容詢問電話：(02)8780-8888 分機306、365、354","321120260304M001.pdf","321120260304E001.pdf","www.dynapack.com.tw",法說會影音連結資訊:https://www.dynapack.com.tw/h/DataDetail?key=iczce&cont=7609 ,"無。","查詢"
"3217","優群","115/05/11","14:30","除線上法說會外，另於新北市汐止區新台五路一段81號8樓輔以實體會議併行。","本公司受邀參加元大證券舉辦之法人說明會，說明公司115年第一季營運概況及未來展望。","321720260508M001.pdf","321720260508E001.pdf","https://tw.argosytw.com/pages/investor-conferences",中文影音檔網址:3217_13_20260511_ch.mp4 ,"　1.相關資訊依規定揭露於公司及公開網站。2.實體會議現場空間有限,歡迎視訊參加。","查詢"
"3217","優群","115/03/11","14:30","除線上法說會外，另於新北市汐止區新台五路一段81號8樓輔以實體會議併行。","本公司受邀參加台新綜合證券舉辦之法人說明會，說明公司2025年第四季營運概況及未來展望。","321720260310M001.pdf","321720260310E001.pdf","https://argosytw.com/tw/investor-relations/financial-business-info/investor-conferences/",中文影音檔網址:3217_12_20260311_ch.mp4 ,"　1.相關資訊依規定揭露於公司及公開網站。2.實體會議現場空間有限,歡迎視訊參加。","查詢"
"3218","大學光","115/03/26","16:30","櫃買中心11樓多功能資訊媒體區","說明本公司之營運概況、財務報告等相關資訊。","321820260305M001.pdf","321820260305E001.pdf","https://www.uvb.com.tw/investor/investor_a03_04/",法說會影音連結資訊:https://vimeo.com/1177253935 ,"無","查詢"
"3218","大學光","115/03/06","10:00","線上法說會","說明本公司之營運概況、財務報告等相關資訊。","321820260305M001.pdf","321820260305E001.pdf","https://www.uvb.com.tw/investor/investor_a03_04/","","無","查詢"
"3218","大學光","115/05/13","10:00","線上法說會","說明本公司之營運概況、財務報告等相關資訊。","321820260508M001.pdf","321820260508E001.pdf","https://www.uvb.com.tw/investor/investor_a03_04/","","無","查詢"
"3221","台嘉碩","115/03/19","14:30","線上法說會","本公司受邀參加凱基證券所舉辦之線上法人說明會","322120260319M001.pdf","322120260319E001.pdf","",中文影音檔網址:3221_23_20260319_ch.mp4 ,"無","查詢"
"3221","台嘉碩","115/05/07","14:30","線上法說會","本公司受邀參加凱基證券所舉辦之線上法人說明會","322120260507M001.pdf","322120260507E001.pdf","",法說會影音連結資訊:未輸 ,"無","查詢"
"3227","原相","115/05/12","14:30","https://www.zucast.com/webcast/ncdQxAaL","本公司115年第1季財務與業務營運相關資訊報告。","322720260512M001.pdf","322720260512E001.pdf","https://www.pixart.com/investor-events_reports-financial/tw/",中文影音檔網址:3227_94_20260512_ch.mp4 ,"無。","查詢"
"3227","原相","115/02/06","14:30","https://www.zucast.com/webcast/rbVGDNDF","本公司114年第4季財務與業務營運相關資訊報告。","322720260205M002.pdf","322720260205E002.pdf","https://www.pixart.com/investor-events_reports-financial/tw/",中文影音檔網址:3227_93_20260206_ch.mp4 ,"無。","查詢"
"3230","錦明","115/02/09","14:00","台北市重慶南路一段2號12樓(凱基期貨)","本公司受邀參加凱基證券舉辦之法人說明會，說明公司營運概況。","323020260209M001.pdf","323020260209E001.pdf","",中文影音檔網址:3230_6_20260209_ch.mp4 ,"無。","查詢"
"3230","錦明","115/04/16","14:00","集思北科大會議中心(臺北市大安區忠孝東路三段1號2樓~3樓)","公告本公司受邀參加凱基證券與IR Trust共同舉辦之2026新高點．新思維投資論壇","323020260416M001.pdf","323020260416E001.pdf","",中文影音檔網址:3230_7_20260416_ch.mp4 ,"無。","查詢"
"3260","威剛","115/05/06","14:30","線上法說會","本公司受邀參加康和證券舉辦之線上法人說明會，說明營運現況及前景。","326020260506M001.pdf","326020260506E001.pdf","http://www.adata.com",中文影音檔網址:3260_32_20260506_ch.mp4 ,"會議細節請洽康和綜合證券。","查詢"
"3260","威剛","115/03/17","10:00","台北君悅酒店","本公司受邀參加BofA舉辦之2026 Asia Tech Conference，說明本公司財務及業務相關資訊","326020260313M001.pdf","326020260313E001.pdf","http://www.adata.com/","","無","查詢"
"3260","威剛","115/03/05","14:30","威剛科技總部大樓2樓(台北市內湖區潭美街533號2樓)","本公司受邀參加群益金鼎證券舉辦之法人說明會，說明營運成果及未來展望。","326020260305M001.pdf","326020260305E001.pdf","http://www.adata.com/",中文影音檔網址:3260_30_20260305_ch.MP4 ,"報名請洽群益金鼎證券。","查詢"
"3264","欣銓","115/05/04","14:00","線上法說會","本公司擬舉行115年第1季線上法人說明會，說明本公司115年第一季營運成果。
有意參加之投資人可透過網路連結至本公司網站之投資人專區參加線上法人說明會。
網址:https://www.ardentec.com/?m=58，如欲提問之投資人請撥打以下電話號碼參加會議。
電話法人說明會撥打號碼+886 2 33961191 電話接通後，請輸入密碼:1011504#","326420260504M001.pdf","326420260504E001.pdf","https://web.ardentec.com/?m=58",法說會影音連結資訊:https://www.zucast.com/webcast/vjOnlK7z ,"無","查詢"
"3264","欣銓","115/03/09","14:00","線上法說會","本公司擬舉行114年第4季線上法人說明會，說明本公司114年度營運成果。
有意參加之投資人可透過網路連結至本公司網站之投資人專區參加線上法人說明會。
網址:https://www.ardentec.com/?m=58，如欲提問之投資人請撥打以下電話號碼參加會議。
電話法人說明會撥打號碼+886 2 33961191 電話接通後，請輸入密碼:1329509#","326420260309M001.pdf","326420260309E001.pdf","https://www.ardentec.com/?m=58",法說會影音連結資訊:https://www.zucast.com/webcast/uzcor731 ,"無","查詢"
"3290","東浦","115/04/08","14:30","台北市松山區民生東路三段156號11F(群益金鼎證券11F會議室)","本公司自辦法人說明會，說明本公司營運概況及未來展望。 報
名連結：https://www.surveycake.com/s/W2rnD","329020260408M001.pdf","329020260408E001.pdf","https://www.donpon.com/",中文影音檔網址:3290_5_20260408_ch.MP4 ,"完整財務業務資訊請至公開資訊觀測站之法人說明 會一覽表 或法說會項目下查閱。","查詢"
"3293","鈊象","115/03/25","14:00","新莊典華愛丁堡廳(新北市新莊區中央路469號三樓)","說明本公司2025年財務業務概況及未來展望","329320260325M001.pdf","329320260325E001.pdf","http://www.igs.com.tw/",法說會影音連結資訊:https://youtu.be/a4jLc88Lw9g ,"無","查詢"
"3303","岱稜","115/05/04","14:00","Webex線上會議","本公司受邀參加福邦證券舉辦之線上法人說明會，說明本公司之營運概況。","330320260504M001.pdf","330320260504E001.pdf","https://www.univacco.com.tw/investor_shareholder.htm",法說會影音連結資訊:https://youtu.be/LjWN2kkRRd0 ,"無","查詢"
"3313","斐成","115/04/15","14:00","集思北科大會議中心(台北市大安區忠孝東路三段1號2樓)","本公司受邀參加凱基證券與IR Trust共同舉辦之2026新高點．新思維投資論壇","331320260415M001.pdf","331320260415E001.pdf","https://www.fce.com.tw/gov_info",法說會影音連結資訊:https://www.youtube.com/watch?v=I8BMRo0OPn0 ,"完整財務業務資訊請至公開資訊觀測站之法人說明會一覽表或法說會項目下查閱。","查詢"
"3324","雙鴻","115/02/03","14:30","瑞銀證券 (台北市信義區松仁路7號5F)","公告本公司受邀參加 UBS Taiwan Pre-Lunar New Year Corporate Day","332420251114M001.pdf","332420251114E001.pdf","","","會議簡報等資料將依規定於期限前揭露於公開資訊觀測站。","查詢"
"3324","雙鴻","115/02/06","14:30","台北W飯店","公告本公司受邀參加 Nomura Asia Tech Tour","332420251114M001.pdf","332420251114E001.pdf","","","會議簡報等資料將依規定於期限前揭露於公開資訊觀測站。","查詢"
"3324","雙鴻","115/03/09 至 115/03/13","09:00","3/9花旗:北香格里拉、3/10瑞銀:辦公室;永豐金:晶華、3/12小摩:君悅、3/13華南:晶華","公告本公司受邀參加花旗證�部B瑞銀證券、永豐金證�部B摩根大通、華南證�酗妒k人與會。","332420260306M001.pdf","332420260306E001.pdf","","","會議簡報等資料將依規定於期限前揭露於公開資訊觀測站。","查詢"
"3324","雙鴻","115/03/18 至 115/03/19","10:00","台北君悅酒店","公告本公司受邀參加 Bank of America 2026 Asia Tech Conference","332420260306M001.pdf","332420260306E001.pdf","","","會議簡報等資料將依規定於期限前揭露於公開資訊觀測站。","查詢"
"3324","雙鴻","115/04/14 至 115/04/15","09:00","Island Shangri-La Hong Kong","公告本公司受邀參加 HSBC Global Investment Summit 2026","332420260306M001.pdf","332420260306E001.pdf","","","會議簡報等資料將依規定於期限前揭露於公開資訊觀測站。","查詢"
"3357","臺慶科","115/03/26","14:30","元大金融廣場3樓 (台北市大安區仁愛路三段157號)","本公司將於2026/03/26參加元大證券法人說明會，就本公司已公布之經營績效等相關資訊做說明。","335720260325M001.pdf","335720260325E001.pdf","https://www.tai-tech.com.tw/data-113855",法說會影音連結資訊:https://www.youtube.com/watch?v=fV9mc_tHqP4 ,"無。","查詢"
"3363","上詮","115/03/20","09:00","台北君悅酒店","本公司受邀參加BofA舉辦之2026 BofA Asia Tech Conference，會中說明本公司營運概況及經營績效。","336320260309M002.pdf","336320260309E002.pdf","","","無","查詢"
"3363","上詮","115/03/19","14:35","台北遠東國際大飯店","本公司受邀參加國泰證券2026年第一季產業日活動，會中說明本公司營運概況及經營績效。","336320260309M002.pdf","336320260309E002.pdf","","","無","查詢"
"3363","上詮","115/03/10","10:00","台北寒舍艾美酒店","本公司受邀參加聯博 (Bernstein)證券舉辦之法人說明會，會中說明本公司營運概況及經營績效。","336320260309M001.pdf","336320260309E001.pdf","","","無。","查詢"
"3363","上詮","115/03/11","14:00","台北市晶華酒店","本公司受邀參加台新證券舉辦之投資論壇，會中說明本公司營運概況及經營績效","336320260309M002.pdf","336320260309E002.pdf","","","無","查詢"
"3363","上詮","115/04/22","18:00","電話會議","本公司受邀參加CLSA舉辦之投資人會議，會中說明本公司營運概況及經營績效。","336320260309M002.pdf","336320260309E002.pdf","","","無","查詢"
"3374","精材","115/02/10","14:30","線上法說會","本公司受邀參加凱基證券舉辦之線上法說會，會中說明本公司經營結果及營運展望。","337420260210M001.pdf","337420260210E001.pdf","https://www.xintec.com.tw/chi/CCD/IR_Investor_Conference.html",法說會影音連結資訊:https://www.xintec.com.tw/chi/CCD/IR_Investor_Conference.html ,"活動諮詢請洽凱基證券 鄭小姐 ; janice.cheng@kgi.com","查詢"
"3388","崇越電","115/03/26","14:30","台北市中正區新生南路一段50號3樓(德信證券3樓研習教室)","本公司受邀參加德信證券法&#12040;說明會，就本公司2025年營運狀況及未來業務展望做說明。","338820260326M001.pdf","338820260326E001.pdf","https://www.topcocorp.com",中文影音檔網址:3388_37_20260326_ch.mp4 ,"無","查詢"
"3388","崇越電","115/05/28","14:00","台北市中正區羅斯福路二段100號11樓 (櫃買中心11樓多功能資訊媒體區)","本公司受邀參加櫃買中心法&#12040;說明會，就本公司2026年第一季營運狀況及未來業務展望做說明。","內容檔案於當日會後公告於公開資訊觀測站","內容檔案於當日會後公告於公開資訊觀測站","https://www.topcocorp.com",法說會影音連結資訊:未輸 ,"無","查詢"
"3444","利機","115/03/26","14:00","Webex線上會議","本公司受邀參加國票綜合證券邀請舉辦法人說明會,說明公司之營運概況、財務及業務等相關資訊。","344420260326M001.pdf","344420260326E001.pdf","https://www.niching.com.tw/investors/investor_conference/",中文影音檔網址:3444_21_20260326_ch.mp4 ,"報名請洽：馬小姐 email: A25101@ibfs.com.tw","查詢"
"3479","安勤","115/03/19","14:30","凱基證券股份有限公司(台北市明水路700號)","本公司114年度財務業務狀況","347920260319M001.pdf","347920260319E001.pdf","https://www.avalue.com",法說會影音連結資訊:https://pse.is/8umtas ,"無","查詢"
"3484","崧騰","115/04/08","14:30","KGI凱基證券總部大樓(台北市明水路700號12樓)","本公司受凱基證券邀請參加法說會，主要內容為公司營運概況","348420260407M004.pdf","348420260407E004.pdf","https://www.solteam.com.tw/index.php?route=investor/meeting",中文影音檔網址:3484_12_20260408_ch.mp4 英文影音檔網址:3484_12_20260408_en.mp4 ,"無","查詢"
"3485","敘豐","115/04/01","15:00","富邦金融大樓2樓會議室(台北市仁愛路四段169號2樓)","本公司受邀參加富邦證券舉辦之法人說明會，說明公司營運現況及未來展望","348520260401M001.pdf","348520260401E001.pdf","https://www.efm.com.tw/","","無","查詢"
"3485","敘豐","115/04/10","14:30","台北君悅酒店3F 凱悅廳II區(台北市松壽路2號)","本次上櫃前業績發表會將由公司經營團隊說明產業發展、財務業務狀況、未來風險暨財團法人中華民國證券櫃檯買賣中心上櫃審議委員要求本公司於公開說明書補充揭露事項。","348520260409M001.pdf","348520260409E001.pdf","https://www.efm.com.tw/","","無","查詢"
