"公司代號","公司名稱","召開法人說明會日期","召開法人說明會時間","召開法人說明會地點","法人說明會擇要訊息","法人說明會簡報內容-中文","法人說明會簡報內容-英文","公司網站是否有提供法人說明會相關資訊","影音連結資訊","其他應敘明事項","歷年法人說明會"
"1565","精華","114/11/18","16:10","櫃買中心11樓多功能資訊媒體區
(地址:台北市中正區羅斯福路二段100號11樓)","受邀參加櫃買中心舉辦之114年第4次（114Q3財報）法說會","156520251118M001.pdf","156520251118E001.pdf","https://www.stshine.com.tw/investor-relations/shareholder-service/dhamma-talks/",法說會影音連結資訊:https://vimeo.com/1138009048 ,"法說會簡報將於當日會後上傳公開資訊觀測站及本公司網站。","查詢"
"1569","濱川","114/11/28","14:00","高雄市前鎮區中山二路2號九樓之一(大眾財經大樓)","本公司業務及財務相關資訊","156920251128M001.pdf","156920251128E001.pdf","",中文影音檔網址:1569_4_20251128_ch.MP4 ,"無","查詢"
"1570","力肯","114/12/12","14:00","線上法說會","本公司受邀參加元富證券法人說明會，說明本公司營運概況","157020251212M001.pdf","157020251212E001.pdf","",中文影音檔網址:1570_2_20251212_ch.mp4 ,"無","查詢"
"1580","新麥","114/05/13","14:00","櫃買中心11樓多功能資訊媒體區(地址:台北市中正區羅斯福路二段100號11樓)","本公司受邀參加財團法人中華民國證券櫃檯買賣中心所舉辦之「櫃買市場業績發表會」，說明本公司之營運概況及財務業務相關資訊。","158020250513M001.pdf","158020250513E001.pdf","https://www.sinmag.com.tw/msg/message-法人說明會-274.html",法說會影音連結資訊:https://www.tpex.org.tw/zh-tw/about/company/media/investor-conference.html ,"無","查詢"
"1580","新麥","114/11/18","14:30","線上法說會","本公司受邀參加富邦證券所舉辦之線上法人說明會，說明本公司2025年第三季經營績效及未來營運展望。","158020251118M001.pdf","158020251118E001.pdf","https://www.sinmag.com.tw/msg/message-法人說明會-274.html",中文影音檔網址:1580_43_20251118_ch.mp4 ,"無","查詢"
"1584","精剛","114/03/26","14:30","線上法說會","本公司受邀參加凱基證券舉辦之線上法人說明會，報告本公司營運狀況。","158420250325M001.pdf","158420250325E001.pdf","https://www.s-tech.com.tw/zh-tw/a4-694-2730/%E6%B3%95%E4%BA%BA%E8%AA%AA%E6%98%8E%E6%9C%83.html",中文影音檔網址:1584_12_20250326_ch.mp4 ,"無","查詢"
"1584","精剛","114/09/16","14:30","線上法說會","本公司受邀參加凱基證券舉辦之線上法人說明會，報告本公司營運狀況。","158420250915M001.pdf","158420250915E001.pdf","https://www.s-tech.com.tw/zh-tw/a4-694-2730/%E6%B3%95%E4%BA%BA%E8%AA%AA%E6%98%8E%E6%9C%83.html",中文影音檔網址:1584_13_20250916_ch.mp4 ,"無","查詢"
"1586","和勤","114/09/04","14:30","台北市中正區忠孝西路一段6號7樓","受邀參加福邦證券舉辦之法人說明會，就本公司已公開之財務業務資訊作說明。","158620250904M001.pdf","158620250904E001.pdf","",中文影音檔網址:1586_16_20250904_ch.mp4 ,"無","查詢"
"1591","駿吉-KY","114/12/18","14:30","台北市松山區民生東路3段156號15樓之5","本公司受邀參加群益金鼎證券所舉辦之「實體限額公開法說會」，說明公司營運成果及未來展望","159120251218M002.pdf","159120251218E002.pdf","http://www.inmaxholding.com/invest4.html",中文影音檔網址:1591_15_20251218_ch.MP4 ,"無。","查詢"
"1591","駿吉-KY","114/03/06","10:00","臺北文創-台北市信義區菸廠路88號6F","本公司受邀參加元富證券所舉辦之「2025春季投資論壇」，說明營運成果及未來展望","159120241216M001.pdf","159120241216E001.pdf","","","無","查詢"
"1593","祺驊","114/12/31","14:30","玉山金控第二總部(台北市敦化北路315號17樓)","本公司受邀參加玉山證券所舉辦之法說會，說明本公司之營運概況、未來展望及財務業務相關資訊。","159320251231M001.pdf","159320251231E001.pdf","https://chihua.com.tw",法說會影音連結資訊:http://bit.ly/4begfEQ ,"簡報內容於當日會後，公告於公開資訊觀測站","查詢"
"1595","川寶","114/12/19","15:00","台北市中正區忠孝西路一段6號14樓","受邀參加福邦證券舉辦之法人說明會，就本公司已公開之財務業務資訊作說明。","159520251219M001.pdf","159520251219E001.pdf","",中文影音檔網址:1595_9_20251219_ch.MP4 ,"完整財務業務資訊請至公開資訊觀測站之法人說明會一覽表或法說會項目下查閱。","查詢"
"1599","宏佳騰","114/11/05","14:00","線上法說會","本公司受邀參加統一證券舉辦之線上法說會","159920251105M001.pdf","159920251105E001.pdf","https://www.aeontek-motor.com.tw/pages/shareholder",法說會影音連結資訊:https://www.aeontek-motor.com.tw/pages/shareholder ,"無","查詢"
"1742","台蠟","114/12/22","14:30","線上法說會","本公司受邀參加台中銀證券舉辦之線上法人說明會。","174220251222M001.pdf","174220251222E001.pdf","",中文影音檔網址:1742_4_20251222_ch.mp4 ,"會議: https://settle.webex.com/settle/j.php?MTID=m0c1ce6fdb7980a7b9c97ecb8dce16b","查詢"
"1777","生泰","114/11/12","14:00","線上法說會","本公司受邀參加元大證券舉辦之線上法說會，報告本公司營運狀況。","177720251112M002.pdf","177720251112E002.pdf","https://www.syn-tech.tw/",中文影音檔網址:1777_14_20251112_ch.mp4 ,"因部份地區未停班停課，故線上法說會照常舉行。","查詢"
"1777","生泰","114/11/12","14:00","線上法說會","本公司受邀參加元大證券舉辦之線上法說會，報告本公司營運狀況。","177720251112M001.pdf","177720251112E001.pdf","https://www.syn-tech.tw/",中文影音檔網址:1777_13_20251112_ch.mp4 ,"如因颱風影響，線上法說會將延期召開，待俟後另擇期公告。","查詢"
"1777","生泰","114/05/14","14:00","線上法說會","本公司受邀參加元大證券舉辦之線上法說會，報告本公司營運狀況。","177720250514M001.pdf","177720250514E001.pdf","https://www.syn-tech.com.tw",中文影音檔網址:1777_12_20250514_ch.mp4 ,"無。","查詢"
"1781","合世","114/12/22","14:30","線上法說會","受邀參加華南永昌綜合證券舉辦之線上法人說明會,說明本公司之營運概況及財務業務相關資訊。","178120251219M001.pdf","178120251219E001.pdf","https://www.healthandlife.com.tw/zh-tw/index-0/",中文影音檔網址:1781_14_20251222_ch.mp4 ,"無。","查詢"
"1784","訊聯","114/12/19","14:30","臺証大樓13F台北廳會議室(地址:台北市建國北路一段96號13樓)","受邀參加台新證券舉辦之「法人說明會」，說明本公司財務及業務相關資訊。","178420251219M001.pdf","178420251219E001.pdf","https://www.bionetcorp.com/article?ac_id=32&amp;ac_sub_id=35&amp;a_id=39",法說會影音連結資訊:https://youtu.be/1f17lAInrR8 ,"無","查詢"
"1785","光洋科","114/12/11","14:30","凱基證券台北總公司(台北市明水路700號12樓)","本公司受邀參加凱基證券舉辦之法人說明會，說明本公司
營運概況及展望","178520251211M001.pdf","178520251211E001.pdf","https://www.solartech.com.tw/investors/article-detail/investor_conference/",中文影音檔網址:1785_43_20251211_ch.mp4 ,"無","查詢"
"1788","杏昌","114/11/25","13:30","線上法說會","2025年公司前3季營運概況報告","178820251125M001.pdf","178820251125E001.pdf","http://www.hiclearance.com.tw/FinancialG.htm",法說會影音連結資訊:http://www.hiclearance.com.tw/FinancialG.htm ,"欲與會股東請電洽02-66261166#551，或透過下方連結進入會議:https://reurl.cc/ORV43g","查詢"
"1796","金穎生技","114/12/19","14:30","宏泰金融大樓11樓 (台北市民生東路三段156號11樓)","受邀參加群益金鼎證券舉辦之法人說明會，說明公司營運及未來展望。","179620251219M001.pdf","179620251219E001.pdf","https://www.geneferm.com/index.html",中文影音檔網址:1796_5_20251219_ch.MP4 ,"無","查詢"
"1799","易威","114/12/26","14:30","德信證券3樓會議室(台北市新生南路一段50號3樓)","本公司營運近況及未來展望說明","179920251226M001.pdf","179920251226E001.pdf","https://www.easywellbio.com/zh-tw/activity_new.php",中文影音檔網址:1799_12_20251226_ch.mp4 ,"無","查詢"
"1813","寶利徠","114/12/22","14:30","線上法說會","本公司受邀參加群益金鼎證券舉辦之線上法人說明會，說明本公司財務及業務相關資訊。","181320251222M001.pdf","181320251222E001.pdf","http://www.gialens.com.tw/",法說會影音連結資訊:https://www.youtube.com/watch?v=8CWvh-6PoIM ,"相關檔案將於會後公告於公開資訊觀測站","查詢"
"1815","富喬","114/12/31","14:30","台北市信義區菸廠路88號6樓（台北文創大樓）","本公司受邀參加由富邦證券舉辦之法人說明會，說明本公司之經營概況及營運展望。","181520251231M001.pdf","181520251231E001.pdf","http://www.ffg.com.tw/114Q3.asp",法說會影音連結資訊:https://www.youtube.com/watch?v=Swa3yqgdkr0 ,"無","查詢"
"2035","唐榮公司","114/08/27","14:00","受群益證券投資顧問股份有限公司邀請召開線上法人說明會","說明本(114)年第一、第二季公司營運概況與未來展望","203520250825M002.pptx","203520250825E002.pptx","http://www.tangeng.com.tw",法說會影音連結資訊:https://www.tangeng.com.tw/Fin_Pst?Type=Video ,"無","查詢"
"2061","風青","114/12/05","14:30","線上法人說明會","本公司受邀參加華南永昌證券舉辦之線上法人說明會","206120251205M001.pdf","206120251205E001.pdf","",中文影音檔網址:2061_4_20251205_ch.mp4 ,"無","查詢"
"2063","世鎧精密","114/12/29","14:00","線上法說會","本公司受邀參加富邦證券舉辦線上法人說明會","206320251229M001.pdf","206320251229E001.pdf","https://www.shehkai.com.tw/list/cate-60157.htm",法說會影音連結資訊:https://youtu.be/XX6J7tuedlU ,"無。","查詢"
"2063","世鎧精密","114/09/16","14:00","線上法說會","本公司受邀參加富邦證券舉辦線上法人說明會","206320250916M001.pdf","206320250916E001.pdf","https://www.shehkai.com.tw/list/cate-60157.htm",法說會影音連結資訊:https://youtu.be/SaQN_f4V3oc ,"無。","查詢"
"2064","晉椿","114/12/11","14:30","線上法說會","本公司受邀參加華南永昌綜合證券舉辦之線上法人說明會，說明本公司之營運概況及財務業務相關資訊。","206420251208M001.pptx","206420251208E001.pptx","http://www.camelliametal.com.tw/main.php?fid=28",法說會影音連結資訊:http://www.camelliametal.com.tw/main.php?fid=30&menu=corporate-gover&page_name=road_show_list ,"完整財務業務資訊請至公開資訊觀測站之法人說明會項目下查閱。","查詢"
"2065","世豐","114/04/09","15:30","集思北科大會議中心(台北市大安區忠孝東路三段1號2樓)","本公司受邀參加凱基證券與IR Trust共同舉辦之2025世界新經濟秩序趨勢主題式論壇","206520250409M001.pdf","206520250409E001.pdf","https://www.shehfung.com/index.php?option=module&amp;lang=cht&amp;task=pageinfo&amp;id=347&amp;index=4",法說會影音連結資訊:https://drive.google.com/file/d/1vY4wxsBaSLBInp5zhnw3xHhqe8zArzKL/view?usp=drive_link ,"無","查詢"
"2066","世德","114/12/10","14:00","Webex 線上會議","本公司受邀參加玉山證券舉辦之法人說明會，說明公司營運概況及展望","206620251210M001.pdf","206620251210E001.pdf","https://www.sumeeko.com/stakeholder/",法說會影音連結資訊:https://www.youtube.com/watch?v=gR-dh5-Wm04 ,"無","查詢"
"2067","嘉鋼","114/12/16","14:00","嘉義縣民雄鄉成功二街21號(本公司三樓會議室)","說明本公司營運概況及未來展望","206720251215M001.ppt","206720251215E001.ppt","http://www.cysteel.com.tw",中文影音檔網址:2067_5_20251216_ch.mp4 ,"無","查詢"
"2070","精湛","114/10/15","14:30","webex線上會議","受邀參加福邦證券舉辦線上法人說明會，就本公司已公開之財務業務資訊作說明。","207020251015M001.pptx","207020251015E001.pptx","https://www.ccm3s.com/",中文影音檔網址:2070_6_20251015_ch.mp4 ,"簡報資料將依規定公告於公開資訊觀測站","查詢"
"2073","雄順","114/10/02","14:30","高雄市燕巢區四林路125之18號","說明公司產業現況及營運情形","207320250930M001.pdf","207320250930E001.pdf","https://www.ssmc.com.tw/msg/message-%E6%B3%95%E4%BA%BA%E8%AA%AA%E6%98%8E%E6%9C%83-68.html",法說會影音連結資訊:https://youtu.be/wTHo1o7VUfg ,"無","查詢"
"2221","大甲","114/12/23","14:00","線上","本公司受邀參加凱基證券舉辦之線上法人說明會","222120251223M001.pdf","222120251223E001.pdf","https://www.yhmco.com.tw/news/hot-news.php",中文影音檔網址:2221_5_20251223_ch.mp4 ,"無","查詢"
"2230","泰茂","114/12/11","14:00","台北市松山區南京東路5段188號15樓","說明本公司營運概況及未來展望","223020251209M004.pdf","223020251209E004.pdf","https://www.ctico.com.tw",中文影音檔網址:2230_4_20251211_ch.MP4 ,"報名相關資訊請洽國票證券王小姐，電話: 02-2528-8350。","查詢"
"2235","謚源","114/11/28","15:00","線上法說會","公司概況.營運成果.研發成果","223520251126M001.pdf","223520251126E001.pdf","",中文影音檔網址:2235_8_20251128_ch.mp4 ,"無","查詢"
"2596","綠意","114/11/27","14:30","福邦證券總公司(台北市中正區忠孝西路一段6號7樓)","受邀參加福邦證券舉辦之法人說明會，就本公司已公開之財務業務資訊作說明。","259620251127M001.pdf","259620251127E001.pdf","http://www.realycorp.com.tw/",中文影音檔網址:2596_5_20251127_ch.MP4 ,"無","查詢"
"2640","大車隊","114/12/29","14:30","台北市南港區經貿二路188號13樓(中信金控總部B棟議室1302)","本公司受邀參加中國信託綜合證券股份有限公司舉辦之法人說明會，並將於會中說明本公司之營運概況、財務及業務成果等相關資訊。","264020251229M001.pdf","264020251229E001.pdf","https://www.taiwantaxi.com.tw/Article?fid=4&amp;sid=1146",中文影音檔網址:2640_28_20251229_ch.MP4 ,"完整財務業務資訊請至公開資訊觀測站之法人說明會一覽表或法說會項目下查閱。","查詢"
"2640","大車隊","114/09/15","14:30","台北市中正區忠孝西路一段6號4樓
(中國信託證券忠孝分公司)","本公司受邀參加中國信託綜合證券(股)公司所舉辦之法人說明會，並將於會中與參加來賓分享公司營運概況及未來展望。","264020250915M001.pdf","264020250915E001.pdf","https://www.taiwantaxi.com.tw/Article?fid=6&amp;sid=41&amp;tid=11116",中文影音檔網址:2640_27_20250915_ch.MP4 ,"法說會相關資訊亦可至以下網址查閱https://mopsov.twse.com.tw/mops/web/t100sb02_1。","查詢"
"2641","正德","114/12/04","15:30","線上法說會","群益金鼎證券舉辦之線上法人說明會，說明本公司之營運成果以及未來展望。","264120251204M001.pdf","264120251204E001.pdf","https://www.franbo.com.tw/invest_info?id=103",中文影音檔網址:2641_6_20251204_ch.mp4 ,"報名連結https://www.surveycake.com/s/KWlXD或洽群益金鼎黃千紜02-87808888分機306","查詢"
"2641","正德","114/08/29","15:30","線上法說會","群益金鼎證券舉辦之線上法人說明會，說明本公司之營運概況。","264120250829M001.pdf","264120250829E001.pdf","https://www.franbo.com.tw/invest_info?id=103",中文影音檔網址:2641_5_20250829_ch.mp4 ,"報名連結https://www.surveycake.com/s/DGRz0或洽群益金鼎黃千紜02-87808888分機306","查詢"
"2643","捷迅","114/08/07","14:30","統一證券集團大樓B2-203會議室
(台北市松山區東興路8號B2)","2025年第二季財務業務狀況、產業發展及未來發展計劃","264320250807M001.pdf","264320250807E001.pdf","http://www.soonest.com/",法說會影音連結資訊:https://www.youtube.com/watch?v=ylkRZ3YOmbs ,"報名電話：(02)2747-8266 李如欣 #3729","查詢"
"2643","捷迅","114/03/12","14:30","宏泰金融大樓11樓(台北市松山區民生東路三段156號11樓)","2024年第4季財務業務狀況、產業發展及未來發展計劃","264320250312M001.pdf","264320250312E001.pdf","http://www.soonest.com/",法說會影音連結資訊:https://www.youtube.com/watch?v=I-7dhE_2sWw ,"(02)8789-8888 劉小姐 分機：5142","查詢"
"2718","全心投控","114/05/16","15:30","線上法說會","本公司受邀參加元大證券舉辦之線上法說會，報告本公
司營運狀況。","271820250516M002.pdf","271820250516E002.pdf","www.allmindholdings.com.tw",中文影音檔網址:2718_9_20250516_ch.mp4 ,"完整財務業務資訊請至公開資訊觀測站之法人說明會一覽表或法說會項目下查閱。","查詢"
"2718","全心投控","114/09/22","14:00","本公司受邀參加兆豐證券舉辦之線上法說會","說明114年第二季公司營運狀況","271820250922M003.pdf","271820250922E003.pdf","https://www.allmindholdings.com.tw/zh-TW",中文影音檔網址:2718_10_20250922_ch.mp4 ,"無","查詢"
"2719","燦星旅","114/11/28","14:30","Webex線上會議","本公司受邀參加康和證券所舉辦之法說會。","271920251128M001.pdf","271920251128E001.pdf","www.startravel.com.tw",法說會影音連結資訊:https://youtu.be/5c_ZI3cxSY0 ,"無","查詢"
"2719","燦星旅","114/05/29","14:00","Webex線上會議","本公司受邀參加康和證券所舉辦之法說會。","271920250528M001.pdf","271920250528E001.pdf","www.startravel.com.tw",法說會影音連結資訊:https://youtu.be/JmV85ckDnYI ,"無","查詢"
"2719","燦星旅","114/08/21","14:00","Webex線上會議","本公司受邀參加康和證券所舉辦之法說會。","271920250821M001.pdf","271920250821E001.pdf","www.startravel.com.tw",法說會影音連結資訊:https://www.youtube.com/watch?v=B9FDzR5YOog ,"無","查詢"
"2719","燦星旅","114/03/25","10:00","Webex線上會議","本公司受邀參加康和證券所舉辦之法說會。","271920250324M001.pdf","271920250324E001.pdf","www.startravel.com.tw",中文影音檔網址:2719_6_20250325_ch.mp4 ,"無","查詢"
"2724","藝舍-KY","114/12/26","14:30","https://cathay.webex.com/cathay/j.php?MTID=m5a4f024cba1d797e7fa2a734794354a7","(1)本公司受邀參加國泰綜合證券舉辦之線上法人說明會，說明本公司營運概況。 
(2)報名網址：http://tiny.cc/1141226
(3)活動諮詢：國泰綜合證券 杜副理，電話：02-7712-3961，E-mail：leo.du@cathaysec.com.tw。","272420251226M001.pdf","272420251226E001.pdf","https://www.aagd.com.tw/",中文影音檔網址:2724_14_20251226_ch.mp4 ,"無","查詢"
"2726","雅茗-KY","114/12/18","14:30","台北市松山區東興路8號13樓","受邀參加統一證券主辦之法人說明會","272620251218M001.pdf","272620251218E001.pdf","",中文影音檔網址:2726_23_20251218_ch.mp4 ,"無","查詢"
"2729","瓦城","114/12/04","14:30","&#29319;亞會議中心GG會議室(台北市復興北路99號15樓)","本公司受邀參加富邦證券法人說明會，
說明本公司之營運概況、財務及業務相關資訊。","272920251204M001.pdf","272920251204E001.pdf","https://www.ttfb.com/investor/financial-reports",中文影音檔網址:2729_30_20251204_ch.mp4 ,"無","查詢"
"2729","瓦城","114/05/12","12:00","台北市南京東路五段188號15 樓","本公司受邀參加國票證券法人說明會，說明本公司之營運概況、財務及業務相關資訊。","272920250509M001.pdf","272920250509E001.pdf","https://www.ttfb.com/investor/financial-reports",中文影音檔網址:2729_29_20250512_ch.MP4 ,"無","查詢"
"2732","六角","114/12/17","14:30","華南永昌綜合證券(台北市民生東路4段54號4樓大會議室)","本公司受邀參加華南永昌綜合證券於114年12月17日舉辦之法人說明會，說明營運概況、財務及業務相關資訊。","273220251216M001.pdf","273220251216E001.pdf","",中文影音檔網址:2732_30_20251217_ch.mp4 ,"法人說明會開會前會將相關簡報資料輸入公開資訊觀測站。","查詢"
"2734","易飛網","114/11/20","14:30","第一金證券 長安大樓2樓
台北市長安東路一段35號2樓
(請於第一金證券側門進入)","本公司受第一金證券邀請辦理法人說明會","273420251120M001.pdf","273420251120E001.pdf","https://www.ezfly.com/info/investors/legalmeeting.html",法說會影音連結資訊:https://www.youtube.com/watch?v=Ig5lHcJ420g ,"無","查詢"
"2736","富野","114/12/17","14:00","線上法說會","本公司受邀參加元富證券所舉辦之線上法說會","273620251217M001.pdf","273620251217E001.pdf","",中文影音檔網址:2736_4_20251217_ch.mp4 ,"無","查詢"
"2740","華軒","114/09/16","14:00","線上法人說明會","本公司受邀參加統一證券舉辦之線上法人說明會，說明本公司114年第二季營運及財務概況。","274020250916M001.pdf","274020250916E001.pdf","http://www.mr-onion.com/Enterprise/Conference",中文影音檔網址:2740_4_20250916_ch.mp4 ,"無","查詢"
"2743","山富","114/11/19","13:40","櫃買中心11樓多功能資訊媒體區 (台北市中正區羅斯福路二段100號11樓)","本公司受邀參加櫃檯買賣中心舉辦之「櫃買市場業績發表會」","274320251119M001.pdf","274320251119E001.pdf","https://www.travel4u.com.tw/project/ESG/management.aspx",同步收看網址：:https://vimeo.com/1138408950 法說會影音連結資訊:https://vimeo.com/1138408950 ,"無","查詢"
"2743","山富","114/06/26","14:00","Team線上會議，13:40~14:00開放登入上線","受邀參加富邦證券法人說明會，說明本公司營運概況。","274320250626M001.pdf","274320250626E001.pdf","",法說會影音連結資訊:https://youtu.be/5G38jnn2xmI ,"無","查詢"
"2743","山富","114/03/28","14:30","台北市南京東路二段111號5樓 (富邦南京大樓5樓)","本公司受邀參加富邦證券舉辦之法人說明會","274320250328M001.pdf","274320250328E001.pdf","",法說會影音連結資訊:https://youtu.be/cNGrggVGZF0?si=uq_6LP--W_6OZUss ,"無","查詢"
"2745","五福","114/10/23","14:00","大眾財經大樓(高雄市前鎮區中山二路2號9樓之一)","本公司受邀參加台新證券舉辦之法人說明會","274520251023M001.pdf","274520251023E001.pdf","https://www.lifetour.com.tw/about/overview.html",法說會影音連結資訊:https://www.youtube.com/watch?v=05TFky7QnU8 ,"完整財務業務資訊請至公開資訊觀測站之法人說明會一覽表或法說會項目下查閱。","查詢"
"2751","王座","114/11/19","16:10","櫃買中心11樓多功能資訊媒體區(地址:台北市中正區羅斯福路二段100號11樓)","本公司受邀參加櫃檯買賣中心舉辦之「櫃買市場業績發表會」","275120251119M001.pdf","275120251119E001.pdf","https://reurl.cc/aMnWq4",法說會影音連結資訊:https://vimeo.com/1138418995 ,"無","查詢"
"2752","豆府","114/11/26","14:00","台北市松山區東興路8號","本公司受邀參加統一證券舉辦之法人說明會","275220251126M001.pdf","275220251126E001.pdf","https://www.tofuglobal.com/tw/invest004.html",中文影音檔網址:2752_5_20251126_ch.mp4 ,"無。","查詢"
"2754","亞洲藏壽司","114/09/11","14:30","台北市大安區仁愛路三段157號3樓D廳(元大金融廣場)","向投資人說明本公司營運概況、財務及業務狀況","275420250911M001.pptx","275420250911E001.pptx","https://investor.kurasushi.tw/investor-conference",中文影音檔網址:2754_3_20250911_ch.mp4 ,"無","查詢"
"2755","揚秦","114/05/28","14:30","台北市重慶南路一段2號(台開大樓19樓1901會議室)","本公司受邀參加永豐金證券舉辦之法說會，說明本公司之營運狀況和未來展望。","275520250528M001.pdf","275520250528E001.pdf","https://www.youngqin.com.tw//index.php?code=list&amp;flag=detail&amp;ids=879&amp;article_id=5936",法說會影音連結資訊:https://www.youngqin.com.tw//index.php?code=list&flag=detail&ids=879&article_id=5936 ,"無","查詢"
"2755","揚秦","114/12/04","14:30","國泰人壽大樓 第六會議室(臺北市大安區仁愛路四段296號15樓)","本公司受邀參加國泰證券舉辦之法人說明會，說明本公司之營運狀況和未來展望。","275520251204M002.pdf","275520251204E002.pdf","https://www.youngqin.com.tw//index.php?code=list&amp;flag=detail&amp;ids=879&amp;article_id=6357",法說會影音連結資訊:https://www.youngqin.com.tw//index.php?code=list&flag=detail&ids=879&article_id=6357 ,"無。","查詢"
"2755","揚秦","114/12/04","14:30","國泰人壽大樓 第六會議室(臺北市大安區仁愛路四段296號15樓)","本公司受邀參加國泰證�麥|辦之法人說明會，說明本公司之營運狀況和未來展望。","275520251204M001.pdf","275520251204E001.pdf","https://www.youngqin.com.tw//index.php?code=list&amp;flag=detail&amp;ids=879&amp;article_id=6357",法說會影音連結資訊:https://www.youngqin.com.tw//index.php?code=list&flag=detail&ids=879&article_id=6357 ,"無。","查詢"
"2755","揚秦","114/08/27","14:00","櫃買中心11樓多功能資訊媒體區（台北市中正區羅斯福路二段100號11樓）","本公司受邀參加櫃買中心舉辦之業績發表會，說明本公司之營運狀況和未來展望。","275520250827M001.pdf","275520250827E001.pdf","https://www.youngqin.com.tw//index.php?code=list&amp;flag=detail&amp;ids=879&amp;article_id=6214",法說會影音連結資訊:https://www.youngqin.com.tw//index.php?code=list&flag=detail&ids=879&article_id=6214 ,"無","查詢"
