"公司代號","公司名稱","召開法人說明會日期","召開法人說明會時間","召開法人說明會地點","法人說明會擇要訊息","法人說明會簡報內容-中文","法人說明會簡報內容-英文","公司網站是否有提供法人說明會相關資訊","影音連結資訊","其他應敘明事項","歷年法人說明會"
"1781","合世","111/11/28","14:00","中信南港金融園區A棟3樓會議室(地址：台北市南港區經貿二路168號3樓)","本公司受邀參加中國信託證券所舉辦之法說會，說明本公司之營運概況及財務相關資訊。","178120221128M001.pdf","178120221128E001.pdf","https://www.healthandlife.com.tw/index_tch.php?action=investor_tch&amp;cid=23","","完整財務業務資訊請至公開資訊觀測站之法人說明會項目下查閱。","查詢"
"1784","訊聯","111/05/24","14:00","櫃買中心官網線上直播。( https://www.tpex.org.tw )","受邀參加櫃買中心舉辦線上直播方式之「業績發表會」，說明本公司發展之營運方向及產業最新趨勢。","178420220524M001.pdf","178420220524E001.pdf","https://www.bionetcorp.com/article?ac_id=32&amp;ac_sub_id=35&amp;a_id=39",法說會影音連結資訊:https://www.tpex.org.tw/web/about/news/media/media_gallery.php?l=zh-tw ,"無","查詢"
"1785","光洋科","111/04/27","14:30","線上法說會","本公司受邀參加凱基證券舉辦之線上法人說明會， 說明本公司營運概況及展望。","178520220427M001.pdf","178520220427E001.pdf","http://www.solartech.com.tw/tw/investors.php?Type=activities&amp;KindID=4","","無","查詢"
"1785","光洋科","111/11/22","14:30","台北市羅斯福路四段85號B1(集思台大會議中心蘇格拉底廳)","本公司受邀參加凱基證券舉辦之法人說明會，說明本公司營運概況及展望。","178520221122M001.pdf","178520221122E001.pdf","https://www.solartech.com.tw/investors/article-detail/investor_conference/","","無。","查詢"
"1785","光洋科","111/04/13","09:00","線上法說會(台灣)","本公司受邀參加由臺灣證券交易所及寬量國際共同主辦之線上法說會「11th Taiwan CEO Week」，說明本公司之營運概況、財務及業務相關資訊。","178520220412M001.pdf","178520220412E001.pdf","http://www.solartech.com.tw/tw/investors.php?Type=activities&amp;KindID=4&amp;Year=2022","","無。","查詢"
"1785","光洋科","111/09/22 至 111/09/29","10:20","線上法說會（台灣）","本公司受邀參加由臺灣證券交易所及寬量國際共同主辦之線上法說會「12th Taiwan CEO Week」，說明本公司之營運概況、財務及業務相關資訊。","178520220921M001.pdf","178520220921E001.pdf","http://www.solartech.com.tw/tw/investors.php?Type=activities&amp;KindID=4","","無。","查詢"
"1785","光洋科","111/12/01 至 111/12/02","08:30","新加坡","12/1~2共二日於新加坡，舉辦海外路演(Non-deal roadshow, NDR)，說明財務業務相關資訊&#8203;。","178520221122M001.pdf","178520221122E001.pdf","https://www.solartech.com.tw/investors/article-detail/investor_conference/","","無。","查詢"
"1788","杏昌","111/11/22","14:00","櫃買中心官網線上直播","本公司受邀參加財團法人中華民國證券櫃檯買賣中心於111年11月22日舉辦之業績發表會，會中本公司將就已公開發佈之財務數字、經營績效等相關資訊進行說明。","178820221122M001.pdf","178820221122E001.pdf","http://www.hiclearance.com.tw/",法說會影音連結資訊:未輸 ,"完整財務業務資訊請至公開資訊觀測站之法人說明會一覽表或法說會項目下查閱。","查詢"
"1796","金穎生技","111/12/15","14:00","台北市中山區南京東路二段111號6樓","受邀參加富邦證券舉辦之法人說明會，說明本公司營運概況及展望。","179620221215M001.pdf","179620221215E001.pdf","https://www.geneferm.com/index.html","","無","查詢"
"1799","易威","111/12/09","14:30","德信證券3樓會議室(台北市新生南路一段50號)","說明本公司營運近況及未來展望","179920221209M001.pdf","179920221209E001.pdf","http://www.easywellbio.com/zh-tw/activity_new.php","","無","查詢"
"1813","寶利徠","111/12/07","14:00","線上法說會","本公司受邀參加群益金鼎證券舉辦之線上法人說明會，說明本公司財務及業務相關資訊。","181320221207M001.pdf","181320221207E001.pdf","http://www.gialens.com.tw/","","相關檔案將於會後公告於公開資訊觀測站","查詢"
"1815","富喬","111/08/18","16:00","櫃買中心官網線上直播","本公司受邀參加財團法人中華民國證券櫃檯買賣中心所舉辦之線上直播「櫃買中心業績發表會」，說明本公司之經營概況及營運展望。","181520220818M001.pdf","181520220818E001.pdf","http://www.ffg.com.tw/111Q2.asp",同步收看網址：:https://www.tpex.org.tw/web/service/conference/live.php?l=zh-tw 法說會影音連結資訊:https://vimeo.com/740669811 ,"無","查詢"
"2035","唐榮公司","111/05/20","14:00","線上法說會","受第一金證券邀請，向投資人說明公司去(110)年一整年度及111年Q1營運情形。","203520220518M001.pdf","203520220518E001.pdf","http://www.tangeng.com.tw","","無","查詢"
"2035","唐榮公司","111/05/20","14:00","線上法說會","受第一金證券邀請線上法說會，報告本公司110年及111年Q1營運情形","203520220518M002.pdf","203520220518E002.pdf","http://www.tangeng.com.tw","","無","查詢"
"2063","世鎧精密","111/11/22","14:30","Webex線上會議，會議連結請報名索取
報名連結：https://www.surveycake.com/s/qQZMk","本公司111年11月22日受邀參加永豐金證券2022年線上法人說明會","206320221121M001.pdf","206320221121E001.pdf","https://www.shehkai.com.tw/list/cate-60157.htm",中文影音檔網址:2063_7_20221122_ch.mp4 ,"無","查詢"
"2064","晉椿","111/12/02","14:00","線上法說會","本公司受邀參加群益金鼎證券舉辦之線上法人說明會，說明本公司之營運概況及財務業務相關資訊。","206420221128M004.pptx","206420221128E004.pptx","http://www.camelliametal.com.tw/main.php?fid=28","","完整財務業務資訊請至公開資訊觀測站之法人說明會項目下查閱。","查詢"
"2065","世豐","111/07/27","14:30","線上法人說明會","本公司受邀參加中國信託證券舉辦之線上法人說明會","206520220727M001.pdf","206520220727E001.pdf","https://www.shehfung.com/index.php?option=module&amp;lang=cht&amp;task=pageinfo&amp;id=347&amp;index=3","","無","查詢"
"2065","世豐","111/04/27","15:30","線上法人說明會","本公司受邀國泰證券舉辦之線上法人說明會","206520220427M001.pdf","206520220427E001.pdf","https://www.shehfung.com/index.php?option=module&amp;lang=cht&amp;task=pageinfo&amp;id=347&amp;index=3","","無","查詢"
"2065","世豐","111/11/24","15:00","元富證券1樓會議室(台北市復興南路一段209號1樓)","本公司受邀元富證券舉辦之實體法人說明會","206520221124M001.pdf","206520221124E001.pdf","https://www.shehfung.com/index.php?option=module&amp;lang=cht&amp;task=pageinfo&amp;id=347&amp;index=3","","無","查詢"
"2066","世德","111/05/23","16:00","櫃買中心官網線上直播","本公司受邀參加櫃買中心舉辦之「櫃買市場業績發表會」","206620220523M001.pdf","206620220523E001.pdf","","","無","查詢"
"2067","嘉鋼","111/12/08","14:00","台北市中山區南京東路2段111號6樓","本公司受邀參加富邦證券舉辦之法人說明會，說明本公司營運狀況","206720221208M001.pdf","206720221208E001.pdf","","","報名請洽富邦法人部：fion.hsieh@fubon.com","查詢"
"2070","精湛","111/11/15","14:00","線上","公司受邀參加福邦證券舉辦之線上法人說明會","207020221111M001.pptx","207020221111E001.pptx","https://www.ccm3s.com/","","無","查詢"
"2230","泰茂","111/12/27","14:30","線上法說會","本公司受邀參加統一證券舉辦之線上法人說明會","223020221227M001.pdf","223020221227E001.pdf","https://www.ctico.com.tw/zh-tw/","","完整財務業務資訊請至公開資訊觀測站之法人說明會一覽表或法說會項目下查閱。","查詢"
"2596","綠意","111/04/25","14:30","福邦證券總公司(台北市忠孝西路一段6號7樓 B會議室)","本公司受邀參加福邦證券總公司舉辦之法人說明會，簡介本公司營運績效及未來展望","259620220425M001.pdf","259620220425E001.pdf","","","無","查詢"
"2640","大車隊","111/07/06","14:00","線上法說會","本公司受邀參加元大證券所舉辦之線上法人說明會，於會議中說明近期營運狀況。","264020220706M001.pdf","264020220706E001.pdf","","","無","查詢"
"2640","大車隊","111/11/29","14:30","台北市大安區信義路四段236號7F","本公司受邀參加宏遠證券所舉辦之法人座談會，於會議中說明近期營運狀況。","264020221128M001.pdf","264020221128E001.pdf","https://www.taiwantaxi.com.tw/Article?fid=6&amp;sid=41&amp;tid=10891","","無","查詢"
"2641","正德","111/11/09","14:30","線上法人說明會","受邀參加台中銀證券舉辦之線上法說會，說明本公司之營運概況。","264120221109M001.pdf","264120221109E001.pdf","http://www.franbo.com.tw/financial.asp?id=12",中文影音檔網址:2641_2_20221109_ch.mp4 ,"欲參加者需事先報名，請洽台中銀證券郭小姐(02)23969955分機510","查詢"
"2643","捷迅","111/11/03","14:30","線上法說會報名網址：https://forms.gle/LiwfLHkAPzvYDGYU7","2022年第3季財務業務狀況、產業發展及未來發展計劃","264320221103M001.pdf","264320221103E001.pdf","http://www.soonest.com/",法說會影音連結資訊:https://www.youtube.com/watch?v=P9qaeUtmZOI ,"活動內容詢問電話：(02) 8789-8888分機5142劉小姐","查詢"
"2643","捷迅","111/08/04","14:30","線上法說報名網址：https://forms.gle/n3wqLMrAVriMM7NPA","2022年第2季財務業務狀況、產業發展及未來發展計劃","264320220804M001.pdf","264320220804E001.pdf","http://www.soonest.com/",法說會影音連結資訊:https://www.youtube.com/watch?v=Vt2Thxgfwts ,"詢問電話：(02)8789-8888 分機5142 劉小姐","查詢"
"2643","捷迅","111/05/05","14:30","線上法說會  報名網址：https://forms.gle/Eq9i3wCWHAj8DA6x7","2022年第1季財務業務狀況、產業發展及未來發展計劃","264320220505M001.pdf","264320220505E001.pdf","http://www.soonest.com/",法說會影音連結資訊:https://www.youtube.com/watch?v=CgYW-ZMOoxc ,"活動內容詢問電話：(02) 8789-8888 劉小姐 分機5142","查詢"
"2643","捷迅","111/03/17","14:30","線上法說報名網址：https://forms.gle/SuYGrM5DCam53xTPA","2021年第4季財務業務狀況、產業發展及未來發展計劃","264320220317M001.pdf","264320220317E001.pdf","http://www.soonest.com/",法說會影音連結資訊:https://www.youtube.com/watch?v=h30J0qkFwWQ ,"活動內容詢問電話：(02)8789-8888 分機 5132 吳小姐","查詢"
"2718","全心投控","111/12/29","14:00","桃園市蘆竹區經國路890號4樓","本公司受邀參加元大證券舉辦之座談會","271820221229M001.pdf","271820221229E001.pdf","www.pleasanthotels.com.tw","","無","查詢"
"2718","全心投控","111/09/28","14:30","線上法說會","本公司受邀參加富邦證券舉辦之座談會","271820220928M001.pdf","271820220928E001.pdf","www.pleasanthotels.com.tw","","無","查詢"
"2719","燦星旅","111/09/29","14:00","https://reurl.cc/RXlN7G","本公司受邀參加統一證券舉辦之法人說明會，說明近期營運成果。","271920220928M001.pdf","271920220928E001.pdf","","","完整財務業務資訊請至公開資訊觀測站之法人說明會一覽表獲法說會項目下查閱。","查詢"
"2724","藝舍-KY","111/10/24","14:00","台南市中西區民生路二段76號8樓","公司簡介、所屬產業概況、營運成果及未來展望說明","272420221024M001.pdf","272420221024E001.pdf","http://www.fxhotelsgroup.com/tw/investors.aspx",:未輸 法說會影音連結資訊:https://www.youtube.com/watch?v=EfhJbnY4-bg ,"無","查詢"
"2726","雅茗-KY","111/11/28","14:00","台北市新湖一路77號6樓","受邀參加國泰證券主辦之法人說明會","272620221128M001.pdf","272620221128E001.pdf","","","無。","查詢"
"2729","瓦城","111/10/13","14:00","線上法說會","本公司受邀參加元大證券法人說明會，說明本公司之營運概況、財務及業務相關資訊。","272920221013M001.pdf","272920221013E001.pdf","https://www.ttfb.com/ir/financials","","內容檔案於非交易時間公告於公開資訊觀測站","查詢"
"2729","瓦城","111/10/14","14:00","線上法說會","本公司受邀參加永豐金大證券法人說明會，說明本公司之營運概況、財務及業務相關資訊。","272920221013M001.pdf","272920221013E001.pdf","https://www.ttfb.com/ir/financials","","內容檔案於非交易時間公告於公開資訊觀測站","查詢"
"2729","瓦城","111/10/14","10:00","線上法說會","本公司受邀參加&#29319;亞證券法人說明會，說明本公司之營運概況、財務及業務相關資訊。","272920221013M001.pdf","272920221013E001.pdf","https://www.ttfb.com/ir/financials","","內容檔案於非交易時間公告於公開資訊觀測站","查詢"
"2729","瓦城","111/11/30","14:00","國泰證券十樓會議室","本公司受邀參加國泰證券法人說明會，說明本公司之營運概況、財務及業務相關資訊。","272920221130M001.pdf","272920221130E001.pdf","https://www.ttfb.com/ir/financials","","內容檔案於非交易時間公告於公開資訊觀測站","查詢"
"2729","瓦城","111/04/19","14:00","線上座談會","本公司受邀參加國泰綜合證券法人座談會，說明本公司之營運概況、財務及業務相關資訊。","272920220419M001.pdf","272920220419E001.pdf","https://www.ttfb.com/ir/financials","","內容檔案於非交易時間公告於公開資訊觀測站","查詢"
"2729","瓦城","111/09/15","10:00","台北美福大飯店(台北市中山區樂群而路55號)","本公司受邀參加統一證券2022 Q3投資論壇，說明本公司之營運概況、財務及業務相關資訊。","272920220908M001.pdf","272920220908E001.pdf","https://www.ttfb.com/ir/financials","","內容檔案於非交易時間公告於公開資訊觀測站","查詢"
"2729","瓦城","111/10/20","14:00","線上法說會","本公司受邀參加第一金證券法人說明會","272920221013M001.pdf","272920221013E001.pdf","https://www.ttfb.com/ir/financials","","內容檔案於非交易時間公告於公開資訊觀測站","查詢"
"2729","瓦城","111/09/08","14:30","元大證券寶慶大樓四樓會議室","本公司受邀參加元大證券法人說明會，說明本公司之營運概況、財務及業務相關資訊。","272920220908M001.pdf","272920220908E001.pdf","https://www.ttfb.com/ir/financials","","內容檔案於非交易時間公告於公開資訊觀測站","查詢"
"2729","瓦城","111/09/14","14:00","喜來登酒店B1會議室(台北市中正區忠孝東路一段12號)","本公司受邀參加KGI 2022年第三季投資論壇，說明本公司之營運概況、財務及業務相關資訊。","272920220908M001.pdf","272920220908E001.pdf","https://www.ttfb.com/ir/financials","","內容檔案於非交易時間公告於公開資訊觀測站","查詢"
"2732","六角","111/04/12","14:40","線上法說會（台灣）","本公司受邀參加由臺灣證券交易所及寬量國際共同主辦之線上法說會「11th Taiwan CEO Week」，說明本公司之營運概況、財務及業務相關資訊。","273220220411M001.pdf","273220220411E001.pdf","","","無","查詢"
"2734","易飛網","111/12/19","15:00","線上法人說明會","本公司受邀參加中國信託證券舉辦之線上法人說明會，進行公司營運介紹及說明。","273420221219M002.pdf","273420221219E002.pdf","https://www.ezfly.com/info/investors/legalmeeting.html","","報名請洽中國信託證券法人業務部","查詢"
"2736","富野","111/12/20","14:00","線上法人說明會","本公司受邀參加元富證券舉辦之線上法人說明會","273620221220M001.pdf","273620221220E001.pdf","","","無。","查詢"
"2740","華軒","111/12/01","14:30","線上法人說明會","本公司受邀參加統一證券舉辦之線上法人說明會，說明本公司111年第三季營運及財務概況。","274020221201M001.pdf","274020221201E001.pdf","http://www.mr-onion.com/Enterprise/Conference","","無","查詢"
"2743","山富","111/12/29","14:00","台北市松山區民生東路四段54號4樓","本公司受邀參加華南永昌證券舉辦之法說會，說明本公司營運概況及未來展望。","274320221229M001.pdf","274320221229E001.pdf","","","無","查詢"
"2745","五福","111/10/14","14:00","大眾財經大樓(高雄市前鎮區中山二路2號9樓之一)","本公司受邀參加台新證券舉辦之法人說明會","274520221014M001.pdf","274520221014E001.pdf","https://www.lifetour.com.tw/about/overview.html","","完整財務業務資訊請至公開資訊觀測站之法人說明會一覽表或法說會項目下查閱。","查詢"
"2916","滿心","111/11/16","15:00","福邦證券總公司(台北市忠孝西路一段6號7樓)","受邀參加福邦證券舉辦之法人說明會，就本公司已公開之財務業務資訊做說明。","291620221116M001.pdf","291620221116E001.pdf","","","無","查詢"
"2924","宏太-KY","111/12/15","14:00","線上法說會(webex)","本公司受邀參加由台新證券舉辦之線上法人說明會","292420221214M001.pptx","292420221214E001.pptx","","","無","查詢"
"2926","誠品生活","111/12/02","14:00","線上法人說明會","本公司受邀參加兆豐證券舉辦之法人說明會，說明產業狀況與本公司經營績效等","292620221201M001.pdf","292620221201E001.pdf","https://www.eslitespectrum.com/Investors/CorporationExplain.aspx?s=CorporationExplain","","法說會簡報依規定揭露於公開資訊觀測站","查詢"
"2926","誠品生活","111/08/23","14:00","線上法人說明會","本公司受邀參加兆豐證券舉辦之法人說明會，說明產業狀況與本公司經營績效等。","292620220822M001.pdf","292620220822E001.pdf","http://www.eslitespectrum.com.tw/Investors/CorporationExplain.aspx?s=CorporationExplain","","法說會簡報依規定揭露於「公開資訊觀測站」","查詢"
"2937","集雅社","111/08/26","14:00","櫃買中心官網線上直播","本公司受邀參加櫃買中心舉辦之線上直播業績發表會","293720220825M001.pdf","293720220825E001.pdf","https://www.gseven.com.tw/legal.php",法說會影音連結資訊:https://www.tpex.org.tw/web/about/news/media/media_gallery.php?l=zh-tw ,"無","查詢"
"2947","振宇五金","111/04/07","14:30","線上法說會","本公司受邀參加元大證券舉辦之法人座談線上會議，說明本公司財務及業務相關資訊。","294720220407M001.pdf","294720220407E001.pdf","https://www.ald.com.tw/investors-inner/legal-person-briefing/","","會議簡報等資料將依規定於期限前揭露於公開資訊觀測站。","查詢"
"2947","振宇五金","111/08/24","14:30","線上法說會","本公司受邀參加元大證券舉辦之法人座談線上會議，說明本公司財務及業務相關資訊。","294720220824M001.pdf","294720220824E001.pdf","https://www.ald.com.tw/investors-inner/legal-person-briefing/","","會議簡報等資料將依規定於期限前揭露於公開資訊觀測站。","查詢"
"2949","欣新網","111/12/12","14:30","&#29319;亞會議中心6樓(台北市松山區復興北路99號6樓)","受邀參加台新綜合證券舉辦之興櫃前法人說明會，說明本公司營運概況。","294920221212M001.pdf","294920221212E001.pdf","","","為配合防疫規範，與會人員請全程配戴口罩。","查詢"
"3064","泰偉","111/12/12","15:00","台北市敦化南路二段97號11樓(元富證券11樓教育訓練室)","本公司受邀參加111年12月12日元富證券舉辦之法人說明會，說明本公司營運與展望。","306420221212M002.pptx","306420221212E002.pptx","","","簡報檔將依規定於法人說明會當日結束以前上傳。","查詢"
"3066","李洲","111/12/28","14:30","線上法說會","本公司受邀參加中國信託證券法人說明會","306620221227M003.pdf","306620221227E003.pdf","https://www.oasistek.com/zh-tw/Investor/Financial/Quarterly-Results",同步收看網址：:https://ctbcsecinst.webex.com/meet/inst ,"無","查詢"
"3067","全域","111/12/14","16:00","線上法說會","本公司受邀參加櫃買中心與元大證券共同舉&#36775;之線上法人說明會","306720221214M001.pdf","306720221214E001.pdf","","","無","查詢"
"3073","天方能源","111/11/30","15:15","線上法人說明會","本公司受邀參加兆豐證券舉辦之線上法人說明會","307320221130M001.pdf","307320221130E001.pdf","","","本次採Zoom視訊會議，報名請至：https://forms.gle/NLJ2ufS35wC9UM696 ，線上報名","查詢"
"3081","聯亞","111/11/10","11:00","台北君悅酒店","本公司受邀參加Macquarie Taiwan Corporate Day，說明本公司2022年第三季營運概況。","308120221107M001.pdf","308120221107E001.pdf","","","無","查詢"
"3081","聯亞","111/07/27","14:00","線上會議，以Webex進行","本公司受邀參加凱基證券所舉辦之線上法人說明會，說明本公司2022年第二季營運概況。
法說會網址: https://kgitw.webex.com/kgitw-tc/onstage/g.php?MTID=e5aaabfdbda83df2f0b6abace9e1bdf9c，
活動碼: 2512 356 5122，活動密碼: 3081，本會議將以中文進行。","308120220727M001.pdf","308120220727E001.pdf","","","無。","查詢"
"3081","聯亞","111/01/26","14:00","線上會議，以Webex進行","本公司受邀參加凱基證券所舉辦之線上法人說明會，說明本公司2021年第四季營運概況。法說會網址: https://kgi.webex.com/kgi-tc/onstage/g.php?MTID=ed045bc66ec0b278545fd57ae5f84dfac，
活動碼: 2512 171 4796，活動密碼:3081","308120220125M001.pdf","308120220125E001.pdf","","","本會議將以中文進行。","查詢"
"3081","聯亞","111/03/10","14:00","線上會議","本公司受邀參加Citi(花旗證券)所舉辦之「Taiwan Corporate Day 2022」，說明本公司2021年第四季營運概況。","308120220307M001.pdf","308120220307E001.pdf","","","無。","查詢"
"3081","聯亞","111/03/15","09:00","線上會議","本公司受邀參加BofA Securities所舉辦之「2022 APAC TMT Conference」，說明本公司2021年第四季營運概況。","308120220311M001.pdf","308120220311E001.pdf","","","無。","查詢"
"3081","聯亞","111/02/22","09:00","線上會議","本公司受邀參加J.P. Morgan所舉辦之「Taiwan CEO-CFO Conference 2022」，說明本公司2021年第四季營運概況。","308120220215M001.pdf","308120220215E001.pdf","","","無。","查詢"
"3081","聯亞","111/04/27","14:00","線上會議，以Webex進行","本公司受邀參加凱基證券所舉辦之線上法人說明會，說明本公司2022年第一季營運概況。法說會網址: https://kgitw.webex.com/kgitw-tc/j.php?MTID=m8ca261bd53daee85e01c737ccbf80e2f，
活動碼: 2511 862 0428，活動密碼: 3081，本會議將以中文進行。","308120220427M001.pdf","308120220427E001.pdf","","","無。","查詢"
"3081","聯亞","111/05/20","08:00","線上會議","本公司受邀參加Citi(花旗證券)所舉辦之「Regional Tech Investor Conference 2022」，說明本公司2022年第一季營運概況。","308120220516M001.pdf","308120220516E001.pdf","","","無。","查詢"
"3081","聯亞","111/10/26","14:00","線上會議，以Webex進行","本公司受邀參加凱基證券所舉辦之線上法人說明會，說明本公司2022年第三季營運概況。
法說會網址: https://kgitw.webex.com/kgitw-tc/j.php?MTID=m7f5ed534df84c7f0ec255e024cdeebc9，
活動碼: 2513 260 5896，活動密碼: 3081，本會議將以中文進行。","308120221026M001.pdf","308120221026E001.pdf","","","無。","查詢"
"3081","聯亞","111/12/02","10:00","線上會議","本公司受邀參加Citi(花旗證券)所舉辦之「Taiwan Corporate Day 2022」，說明本公司2022年第三季營運概況。","308120221130M001.pdf","308120221130E001.pdf","","","無。","查詢"
"3081","聯亞","111/08/30","11:00","線上會議","本公司受邀參加Citi(花旗證券)所舉辦之「Asia TMT Day 2022」，說明本公司2022年第二季營運概況。","308120220829M001.pdf","308120220829E001.pdf","","","無。","查詢"
"3083","網龍","111/11/21","14:00","線上法說會","本公司受邀參加元大證券舉辦之線上法人說明會，說明本公司經營績效及營運展望。","308320221121M001.pdf","308320221121E001.pdf","https://www.chinesegamer.net/web/i7.asp","","無","查詢"
"3083","網龍","111/08/17","14:00","線上法說會","本公司受邀參加日盛證券舉辦之法人說明會說明本公司經營績效及營運展望。","308320220817M001.pdf","308320220817E001.pdf","https://www.chinesegamer.net/web/i7.asp","","無","查詢"
"3085","新零售","111/12/12","14:00","線上法人說明會","本公司受邀參加宏遠證券舉辦之線上法人說明會，說明公司營運近況及未來展望。","308520221212M001.pdf","308520221212E001.pdf","https://www.newretail.com.tw/information.php?p_id=43","","無","查詢"
"3086","華義*","111/10/06","14:30","台北市內湖區行愛路141巷39號4樓","公司營運概況","308620221006M001.pdf","308620221006E001.pdf","",法說會影音連結資訊:https://youtu.be/1rCn4Ci3zB8 ,"無","查詢"
"3088","艾訊","111/05/11","14:00","櫃買中心官網線上直播","本公司受邀參加證券櫃檯買賣中心所舉辦之線上直播櫃買市場業績發表會","308820220511M001.pdf","308820220511E001.pdf","http://www.axiomtek.com.tw/Default.aspx?MenuId=AboutUs&amp;ItemId=200&amp;C=財務業務資訊","","無","查詢"
"3088","艾訊","111/11/22","14:30","線上法說會","本公司受邀參加凱基證券所舉辦之線上法人說明會","308820221122M002.pdf","308820221122E002.pdf","http://www.axiomtek.com.tw/Default.aspx?MenuId=AboutUs&amp;ItemId=200&amp;C=財務業務資訊","","無","查詢"
"3093","港建*","111/08/19","14:00","櫃買中心官網線上直播","本公司受邀參加櫃買中心舉辦之線上直播「業績發表會」","309320220819M001.pdf","309320220819E001.pdf","https://www.tkk.com.tw",法說會影音連結資訊:https://www.tpex.org.tw/web/about/news/media/media_gallery.php?l=zh-tw ,"無","查詢"
"3095","及成","111/12/22","15:30","線上法說會","本公司受邀參加中國信託綜合證券股份有限公司舉辦之線上法人說明會","309520221221M001.pdf","309520221221E001.pdf","",中文影音檔網址:3095_8_20221222_ch.mp4 ,"無","查詢"
