"公司代號","公司名稱","召開法人說明會日期","召開法人說明會時間","召開法人說明會地點","法人說明會擇要訊息","法人說明會簡報內容-中文","法人說明會簡報內容-英文","公司網站是否有提供法人說明會相關資訊","影音連結資訊","其他應敘明事項","歷年法人說明會"
"3105","穩懋","110/03/22 至 110/04/09","10:00","線上法說","公告本公司110/03/22至110/03/23受邀參加美林證券舉辦之線上法說會「BofA 2021 APAC TMT Conference」，110/03/25至110/03/26受邀參加瑞士信貸舉辦之線上法說會「24th Credit Suisse Asian Investment Conference」，110/04/07至110/04/08受邀參加寬量國際(QIC)舉辦之線上法說會「9th Taiwan CEO Week Virtual Conference 」及110/04/09受邀參加櫃買中心暨ICA共同舉辦之線上法說會「Taipei Stock Market Discovery Forum 2021 」說明本公司之營運概況、財務及業務相關資訊。","310520210218M001.pdf","310520210218E001.pdf","https://www.winfoundry.com/zh-TW/Invest/invest_activity?year=2021","","無","查詢"
"3105","穩懋","110/11/10 至 110/12/02","14:00","線上法說","公告本公司110/11/10 至110/11/11受邀參加摩根大通證券舉辦之線上法說會「J.P. Morgan&#039;s 9th Global TMT Conference in Asia」，110/11/16至110/11/17 受邀參加大和國泰證券舉辦之線上法說會「Daiwa Investment Conference HK 2021」，110/11/18 受邀參加摩根士丹利舉辦之線上法說會「Morgan Stanley&#039;s Twentieth Annual Asia Pacific Summit 」，110/11/30至110/12/02 受邀參加CLSA舉辦之線上法說會「CLSA Taiwan Market Mover 2022 Access Day」及 110/12/01 受邀參加花旗證券舉辦之線上法說會「Citi Taiwan Corporate Day 」說明本公司之營運概況、財務及業務相關資訊。","310520211104M002.pdf","310520211104E002.pdf","https://www.winfoundry.com/zh-TW/Invest/invest_activity?year=2021","","無","查詢"
"3105","穩懋","110/02/22 至 110/02/25","10:00","線上法說","公告本公司110/02/22至110/02/23受邀參加摩根大通證券舉辦之線上法說會「JP Morgan Taiwan CEO-CFO Conference 2021」，110/02/24至110/02/25受邀參加大和國泰證券舉辦之線上法說會「Daiwa Investment Conference Tokyo 2021」，說明本公司之營運概況、財務及業務相關資訊。","310520210218M001.pdf","310520210218E001.pdf","https://www.winfoundry.com/zh-TW/Invest/invest_activity?year=2021","","無","查詢"
"3105","穩懋","110/07/29","14:30","網路直播","本公司將舉辦2021年第二季線上法人說明會，說明本公司營運狀況。中文場14:30於網路直播，請連結至以下網址http://www.zucast.com/webcast/Pl9Ud83P
英文場16:30於網路直播，請連結至以下網址http://www.zucast.com/webcast/g6R6ltVP
建議參與者於法說會前安裝或升級所需播放軟體，或至 http://www.zucast.com/help尋求技術支援。","310520210729M001.pdf","310520210729E001.pdf","https://www.winfoundry.com/zh-TW/Invest/invest_quarter_reports?page=1&amp;year=2021&amp;isOpen=False",同步收看網址：:http://www.zucast.com/webcast/Pl9Ud83P 法說會影音連結資訊:https://www.winfoundry.com/zh-TW/Invest/invest_quarter_reports?page=1&year=2021&isOpen=False ,"無","查詢"
"3105","穩懋","110/05/20 至 110/06/22","10:00","線上法說","公告本公司110/05/20至110/05/21受邀參加花旗證券舉辦之線上法說會「Citi Regional Tech Conference 2021 (Virtual)」，110/05/26至110/05/27受邀參加大和國泰證券舉辦之線上法說會「Daiwa Investment Conference US 2021」，及110/06/22受邀參加UBS舉辦之線上法說會「UBS Virtual Taiwan Conferences 2021 」說明本公司之營運概況、財務及業務相關資訊。","310520210518M001.pdf","310520210518E001.pdf","https://www.winfoundry.com/zh-TW/Invest/invest_activity?year=2021","","無","查詢"
"3105","穩懋","110/08/18","14:00","櫃買中心官網線上直播","本公司受邀參加證券櫃檯買賣中心舉辦之線上直播「櫃買市場業績發表會」，說明本公司營運狀況。","310520210816M001.pdf","310520210816E001.pdf","http://www.winfoundry.com/zh-TW/Invest/invest_activity?year=2021",法說會影音連結資訊:https://vimeo.com/588712851 ,"無","查詢"
"3105","穩懋","110/04/29","14:30","網路直播","本公司將舉辦2021年第一季線上法人說明會，說明本公司營運狀況。中文場14:30於網路直播，請連結至以下網址http://www.zucast.com/webcast/Dty9m9Er
英文場16:30於網路直播，請連結至以下網址http://www.zucast.com/webcast/iTwE9T6n
建議參與者於法說會前安裝或升級所需播放軟體，或至 http://www.zucast.com/help尋求技術支援。","310520210429M001.pdf","310520210429E001.pdf","https://www.winfoundry.com/zh-TW/Invest/invest_quarter_reports?year=2021",同步收看網址：:http://www.zucast.com/webcast/Dty9m9Er 法說會影音連結資訊:https://www.winfoundry.com/zh-TW/Invest/invest_quarter_reports?page=1&year=2021&isOpen=False ,"無","查詢"
"3105","穩懋","110/10/28","14:30","網路直播","本公司將舉辦2021年第三季線上法人說明會，說明本公司營運狀況。中文場14:30於網路直播，請連結至以下網址http://www.zucast.com/webcast/A4xy4xck
英文場16:30於網路直播，請連結至以下網址http://www.zucast.com/webcast/DrDRrvTN
建議參與者於法說會前安裝或升級所需播放軟體，或至 http://www.zucast.com/help尋求技術支援。","310520211028M001.pdf","310520211028E001.pdf","https://www.winfoundry.com/zh-TW/Invest/invest_quarter_reports?page=1&amp;year=2021&amp;isOpen=False",同步收看網址：:http://www.zucast.com/webcast/A4xy4xck 法說會影音連結資訊:https://www.winfoundry.com/zh-TW/Invest/invest_quarter_reports?page=1&year=2021&isOpen=False ,"無","查詢"
"3105","穩懋","110/08/30 至 110/09/30","10:00","線上法說","公告本公司110/08/30受邀參加花旗證券舉辦之線上法說會「Citi Asia TMT Day 2021」，110/09/02至110/09/03受邀參加匯豐證券舉辦之線上法說會「HSBC Taiwan Executive Forum」，110/09/08至110/09/09受邀參加瑞士信貸舉辦之線上法說會「22nd Credit Suisse Asian Technology Conference 」及110/09/30受邀參加寬量國際(QIC)舉辦之線上法說會「QIC 10th Taiwan CEO Week」說明本公司之營運概況、財務及業務相關資訊。","310520210824M001.pdf","310520210824E001.pdf","https://www.winfoundry.com/zh-TW/Invest/invest_activity?year=2021","","無","查詢"
"3105","穩懋","110/02/03","14:30","網路直播","本公司將舉辦2020年第四季線上法人說明會，說明本公司營運狀況。中文場14:30於網路直播，請連結至以下網址http://www.zucast.com/webcast/MuUihr6u
英文場16:30於網路直播，請連結至以下網址http://www.zucast.com/webcast/DKUHuzwK
建議參與者於法說會前安裝或升級所需播放軟體，或至 http://www.zucast.com/help尋求技術支援。","310520210203M001.pdf","310520210203E001.pdf","https://www.winfoundry.com/zh-TW/Invest/invest_quarter_reports?year=2020",同步收看網址：:http://www.zucast.com/webcast/MuUihr6u 法說會影音連結資訊:https://www.winfoundry.com/zh-TW/Invest/invest_quarter_reports?page=1&year=2020&isOpen=False ,"無","查詢"
"3118","進階","110/12/22","15:00","線上法人說明會","受邀參加元大證券舉辦之法人說明會","311820211222M002.pdf","311820211222E002.pdf","","","無","查詢"
"3118","進階","110/09/16","16:00","線上法人說明會","受邀參加元大證券舉辦之法人說明會","311820210916M001.pdf","311820210916E001.pdf","","","無","查詢"
"3122","笙泉","110/11/09","14:30","線上法說會","本公司受邀參加群益金鼎證券舉辦之線上法人說明會。","312220211108M001.pdf","312220211108E001.pdf","http://www.megawin.com.tw/zh-tw/investors/index/3",法說會影音連結資訊:https://www.youtube.com/watch?v=T549LHLsudQ ,"無","查詢"
"3122","笙泉","110/05/11","14:30","宏泰金融大樓11樓 (台北市民生東路三段156號11樓)","本公司受邀參加群益金鼎證券舉辦之法人說明會","312220210511M001.pdf","312220210511E001.pdf","http://www.megawin.com.tw/zh-tw/investors/index/3","","無","查詢"
"3141","晶宏","110/07/23","14:00","本次採線上會議","本公司受邀參加康和證券舉辦之法人線上會議","314120210723M001.pdf","314120210723E001.pdf","http://www.ultrachip.com/zh/habout.php?id=160","","法人說明會簡報相關內容將依規定於召開當日揭露於公開資訊觀測站","查詢"
"3147","大綜","110/10/07","14:30","台北市中山區樂群三路128號3樓","國票綜合證券舉辦之法人說明會，分享公司營運成果及未來展望","314720211006M001.pdf","314720211006E001.pdf","http://www.jetwell.com.tw/Legalperson.php","","無","查詢"
